Customer_name,Customer_country,Customer_type,Review_text,Review_date,Review_text_2,Review_text_3,language_Review_text,sentiment_Review_text,language_Review_text_2,sentiment_Review_text_2,language_Review_text_3,sentiment_Review_text_3,processed_text_Review_text,processed_text_Review_text_2,processed_text_Review_text_3,bad_food,bad_recreation,bad_room,bad_service,negative_review_count,Count Food,Count reacreation,Count room,count service
martin f,"Northampton, United Kingdom",Couples,Shocking!!!!!!!!! Do not come here.,11/16/2025,"My partner and I have arrived from the UK this afternoon and we knew instantly, that we had made a big mistake choosing this property as our base in Sri Lanka. The lobby has as much ambience as my mothers funeral in September!!!!!! It is dark, unwelcoming, cold,uncomfortable furnishings and lacks any kind of warmth and inviting environment. We had paid for an upgrade on our room prior to leaving the UK with a double bed deluxe sea view. We got neither. Room was damp with a smell of urine from the bathroom. Interior was again dark with numerous scratches on furniture. No ocean view and two twin beds put together and the safe was not secure to anything!!!!! Tiles missing from the bathroom and no kettle,ironing board and iron!! The list is endless. Complained to the management and the front of house manager did state some of the rooms had not been upgraded in thirty five years. We were moved to another room which was supposed to be an upgrade. Alas not. Toilet that leaks, as well as the air conditioning: no secure safety box and the smell of fresh paint. Have eaten n the restaurant this evening. Best described as bland, average and uninspiring. We have already been in touch with our tour operator to move us or we will be returning early home. The only positive are the very friendly staff. If any of the hotel management read this we are in room 355. If you want luxury, with the added little touches do not come here, save your money and go elsewhere.",,en,negative,en,negative,unknown,unknown,shocking!!!!!!!!! do not come here.,"my partner and i have arrived from the uk this afternoon and we knew instantly, that we had made a big mistake choosing this property as our base in sri lanka. the lobby has as much ambience as my mothers funeral in september!!!!!! it is dark, unwelcoming, cold,uncomfortable furnishings and lacks any kind of warmth and inviting environment. we had paid for an upgrade on our room prior to leaving the uk with a double bed deluxe sea view. we got neither. room was damp with a smell of urine from the bathroom. interior was again dark with numerous scratches on furniture. no ocean view and two twin beds put together and the safe was not secure to anything!!!!! tiles missing from the bathroom and no kettle,ironing board and iron!! the list is endless. complained to the management and the front of house manager did state some of the rooms had not been upgraded in thirty five years. we were moved to another room which was supposed to be an upgrade. alas not. toilet that leaks, as well as the air conditioning: no secure safety box and the smell of fresh paint. have eaten n the restaurant this evening. best described as bland, average and uninspiring. we have already been in touch with our tour operator to move us or we will be returning early home. the only positive are the very friendly staff. if any of the hotel management read this we are in room 355. if you want luxury, with the added little touches do not come here, save your money and go elsewhere.",,TRUE,TRUE,TRUE,TRUE,2,112,105,121,92
Kate T,,Family,FILTHY,11/16/2025,"WARNING!!!! The entire place is revolting. Dirty!! I have stayed in backpackers cleaner than this dump. Mould all throughout the shower & air vents. The dinner buffet was inedible and costs $38 pp. So throughly disappointed. The only thing this place has going for them are friendly staff. Such a disappointment after such amazing accomodation in SriLanka 
Total rip off 100% would NEVER recommend.",,de,negative,en,negative,unknown,unknown,filthy,"warning!!!! the entire place is revolting. dirty!! i have stayed in backpackers cleaner than this dump. mould all throughout the shower & air vents. the dinner buffet was inedible and costs $38 pp. so throughly disappointed. the only thing this place has going for them are friendly staff. such a disappointment after such amazing accomodation in srilanka 
total rip off 100% would never recommend.",,TRUE,TRUE,TRUE,TRUE,2,111,104,120,91
CAPT18,"Mumbai, India",Family,Steer Clear,11/16/2025,"Never have I felt the urge to write a review while I'm still staying at a place... But just so that no one else is cheated , I'll do it now... ""Steer clear"" ... We viz. 2 couples with young children were given twin beds in a ""deluxe category"" room... God only knows why... They expect the kid to sleep , hanging in the crevice... The house keeping is extra sloppy... 1 hr to get room slippers (read-only I had to personally go to the store room)... Air con s/w broken... Staff got me phenyl when I asked for an antiseptic (dettol) solution... No idea where the first aid kit is... This is my first 2 hrs at the hotel... What's amazing... All this at a ridiculous price",,en,positive,en,negative,unknown,unknown,steer clear,"never have i felt the urge to write a review while i'm still staying at a place... but just so that no one else is cheated , i'll do it now... ""steer clear"" ... we viz. 2 couples with young children were given twin beds in a ""deluxe category"" room... god only knows why... they expect the kid to sleep , hanging in the crevice... the house keeping is extra sloppy... 1 hr to get room slippers (read-only i had to personally go to the store room)... air con s/w broken... staff got me phenyl when i asked for an antiseptic (dettol) solution... no idea where the first aid kit is... this is my first 2 hrs at the hotel... what's amazing... all this at a ridiculous price",,TRUE,FALSE,TRUE,TRUE,1,110,103,119,90
Keshini Hakeem,Sri Lanka,Couples,The food was not very good.,10/16/2025,We checked in on the first week of Oct. The check in staff was friendly and welcomed us with a refreshing drink. The room was spacious but we received two single beds for me and my husband. Which I found really ridiculous. They should have inquired regarding this when we made the reservation or at check in. When we asked to change they said the hotel was fully booked. We then asked the housekeeping to dress the beds with a single double bed sheet. Which still didn't make a big difference. The room fridge and the phone was not working. Informed them and they replaced it. The rooms need refurbishment and new equipment. The lunch buffet was not that great. The Srilankan option was good but the other dishes were not tasty. The starter section looked really pathetic.  And added to that the prawns were not de-veined. Which was unacceptable. The waiting staff was dazed. We had to ask for water. Nobody escorted us to tables. The staff was basically a little lost. During dinner they had barbecue going on which was good. They had a seafood dish again the most prawns were not de - veined again. Brought it to the attention of the management and informed them that there could be consiquences for consuming non de - veined prawns. They apologised and offered to get something else. I informed them I don't need anything else but to keep the kitchen staff informed regarding this. Breakfast was good and tasty. Again during breakfast the waiting staff was lost. Asked for coffee and never got it. I just left it. The other complaint is to get more high chairs for kids to restaurant because our friends needed a high chair and everything was taken. So if the hotel is full there is no option. But I have to tell that hands down the best buffets to go to for is heritance Kandalama and Negombo. So tasty and great variety.,,en,negative,en,negative,unknown,unknown,the food was not very good.,we checked in on the first week of oct. the check in staff was friendly and welcomed us with a refreshing drink. the room was spacious but we received two single beds for me and my husband. which i found really ridiculous. they should have inquired regarding this when we made the reservation or at check in. when we asked to change they said the hotel was fully booked. we then asked the housekeeping to dress the beds with a single double bed sheet. which still didn't make a big difference. the room fridge and the phone was not working. informed them and they replaced it. the rooms need refurbishment and new equipment. the lunch buffet was not that great. the srilankan option was good but the other dishes were not tasty. the starter section looked really pathetic.  and added to that the prawns were not de-veined. which was unacceptable. the waiting staff was dazed. we had to ask for water. nobody escorted us to tables. the staff was basically a little lost. during dinner they had barbecue going on which was good. they had a seafood dish again the most prawns were not de - veined again. brought it to the attention of the management and informed them that there could be consiquences for consuming non de - veined prawns. they apologised and offered to get something else. i informed them i don't need anything else but to keep the kitchen staff informed regarding this. breakfast was good and tasty. again during breakfast the waiting staff was lost. asked for coffee and never got it. i just left it. the other complaint is to get more high chairs for kids to restaurant because our friends needed a high chair and everything was taken. so if the hotel is full there is no option. but i have to tell that hands down the best buffets to go to for is heritance kandalama and negombo. so tasty and great variety.,,TRUE,TRUE,TRUE,TRUE,2,109,103,118,89
yenuli123,,Family,An incomparable service,10/16/2025,"We wanted a break from this hustle and bustle,and planned a trip,and again ended up in Heritance Ahungalla,a place where we have visited many times,but has never got fed up of.The moment we entered the hotel,the breathtaking beauty of the entrance kept our mind at peace.The service offered by everyone from the reception to the restaurant is superb.They surely know how to entertain guests.The frontline staff showed their talents by their beautiful dancing and hilarious acting.We like to thank Mr.Thushara food and beverage manager,specially for his warm welcome and always making our stay an amazing one.Thank you so much,From Indika,Eshara,and little Sanayah.",,en,negative,en,positive,unknown,unknown,an incomparable service,"we wanted a break from this hustle and bustle,and planned a trip,and again ended up in heritance ahungalla,a place where we have visited many times,but has never got fed up of.the moment we entered the hotel,the breathtaking beauty of the entrance kept our mind at peace.the service offered by everyone from the reception to the restaurant is superb.they surely know how to entertain guests.the frontline staff showed their talents by their beautiful dancing and hilarious acting.we like to thank mr.thushara food and beverage manager,specially for his warm welcome and always making our stay an amazing one.thank you so much,from indika,eshara,and little sanayah.",,FALSE,FALSE,FALSE,FALSE,1,108,102,117,89
pinky E,"Abu Dhabi, United Arab Emirates",Couples,Not that great,9/16/2025,"The hotel facing beach view is very nice but the room we had was in corner on 2nd floor. When we checked in evening we dint notice the water purification unit next to the building which made load noise all the though night. Not that great customer service. We tried to speak to front desk manager, tried serval times and have our call back Number but dint receive any call back.",,en,negative,en,neutral,unknown,unknown,not that great,"the hotel facing beach view is very nice but the room we had was in corner on 2nd floor. when we checked in evening we dint notice the water purification unit next to the building which made load noise all the though night. not that great customer service. we tried to speak to front desk manager, tried serval times and have our call back number but dint receive any call back.",,FALSE,FALSE,FALSE,FALSE,1,108,102,117,89
steve w,"Oxford, United Kingdom",Couples,Disappointing after other Heritance Hotels,9/16/2025,"Have to say, its not a great hotel in need of some serious updating, lots of new hotels about to open very close by so they either need to up their game or rebuild the place.  Beach sellers/beggers were a pest and security didn't seem too bothered with their presence, one lunch time we watched some sneaking in.  Buffet restaurant, was not well stocked once the first lots of food was taken, the room didn't seem all that clean, bedrooms were tired, the ala cart restaurant was empty and expensive for the food on offer.",,en,negative,en,negative,unknown,unknown,disappointing after other heritance hotels,"have to say, its not a great hotel in need of some serious updating, lots of new hotels about to open very close by so they either need to up their game or rebuild the place.  beach sellers/beggers were a pest and security didn't seem too bothered with their presence, one lunch time we watched some sneaking in.  buffet restaurant, was not well stocked once the first lots of food was taken, the room didn't seem all that clean, bedrooms were tired, the ala cart restaurant was empty and expensive for the food on offer.",,TRUE,TRUE,TRUE,FALSE,2,108,102,117,89
jessicagF3603JC,,Family,Lovely staff!,8/16/2025,"We had 5 nights here with 3 adults and 2 kids. 
After a bit of a slow check in and having to swap rooms because of renos, we settled in and had a merry old time.
Fab swimming pool and warm, friendly and very helpful staff.
The food was terrific, we ate in all the restaurants in this hotel. The amazing team in the kitchen cooked us up some top seafood nosh. Loved the beach dining.
There were a few niggling issues with a lack of hot water hot water and dodgy door locks but that aside I would not hesitate to recommend. 
Ware the beach boys prowling the shore, ready to pounce, and I don't recommend swimming in the surf, massive undertow!!",,en,positive,en,negative,unknown,unknown,lovely staff!,"we had 5 nights here with 3 adults and 2 kids. 
after a bit of a slow check in and having to swap rooms because of renos, we settled in and had a merry old time.
fab swimming pool and warm, friendly and very helpful staff.
the food was terrific, we ate in all the restaurants in this hotel. the amazing team in the kitchen cooked us up some top seafood nosh. loved the beach dining.
there were a few niggling issues with a lack of hot water hot water and dodgy door locks but that aside i would not hesitate to recommend. 
ware the beach boys prowling the shore, ready to pounce, and i don't recommend swimming in the surf, massive undertow!!",,FALSE,FALSE,FALSE,FALSE,1,107,101,116,89
Chathuranga Neththikumara,,Couples,Personal Opinions,8/16/2025,"I had a problem when I was having a shower. Water suddenly stopped. I informed the operator twice and waited for more than 15 minutes. No one came so I could not finish my shower :(. 

The bell boy was very careless. I personally told him to be careful with my CK bag. Not to put it on floor. When The bag is inside the room I noticed dust marks on the bag :(

Food is good. Gym and swimming pool is good too. Other staff members were acceptable and one front office staff member was exceptional (Kanishka).",,en,positive,en,negative,unknown,unknown,personal opinions,"i had a problem when i was having a shower. water suddenly stopped. i informed the operator twice and waited for more than 15 minutes. no one came so i could not finish my shower :(. 

the bell boy was very careless. i personally told him to be careful with my ck bag. not to put it on floor. when the bag is inside the room i noticed dust marks on the bag :(

food is good. gym and swimming pool is good too. other staff members were acceptable and one front office staff member was exceptional (kanishka).",,FALSE,FALSE,FALSE,FALSE,1,107,101,116,89
hugh1957,"Sydney, Australia",Business,MAGNIFICIENT WATERFRONT LUXURY  PROPERTY,6/16/2025,"One of the best hotel located on the west coast of Sri Lanka. 
Vast, luxurious, spacious, multi pools, many bars across the property located 45 minutes north of Galle and 2 and 1/2 hours south of Colombo Airport via the new Express way. Great beach. Lovely gardens. The rooms are large, well appointed, with lots of wood all around. Nice spa attached to the hotel. Friendly and helpful staff","First or second floor, not too far from the reception, seaview",en,negative,en,positive,en,neutral,magnificient waterfront luxury  property,"one of the best hotel located on the west coast of sri lanka. 
vast, luxurious, spacious, multi pools, many bars across the property located 45 minutes north of galle and 2 and 1/2 hours south of colombo airport via the new express way. great beach. lovely gardens. the rooms are large, well appointed, with lots of wood all around. nice spa attached to the hotel. friendly and helpful staff","first or second floor, not too far from the reception, seaview",FALSE,FALSE,FALSE,FALSE,1,107,101,116,89
M J,"Los Angeles, California",Couples,Poor accommodations,6/16/2025,"We finally decided to give this hotel a shot as we were traveling through the area mainly due to its architecture (Jeffrey Bower design) and location. Sadly this place failed us. Trivago lists the room that we were given for around $90 US. We paid $175 per night for the two day stay with the full understanding that we'll be getting a decent room. I was expecting much better accommodations given it's the off season and the hotel in near empty. Firt room we got was so bad that I refused it immediately.  They then moved us to a different ""deluxe"" room, as I was told, which was marginally better than the first one. The bathroom is dirty, no bath robes in the room and the view is sub par. The room is located in the far corner of the hotel. It is a smoking room and we were not offered the option to choose whether we needed a smoking room or not. It's puzzling to me that the hotel staff felt this room is consistent with a 5 star hotel. I'd rate this place and our experience at 3 stars at best!

I've given them two opportunities to rectify the situation and they utterly failed both times. They've had a golden opportunity to wow us and grantee a repeat customer but for some reason, that I still can't understand, they chose to make sure that we will not come back again. In this copetitive field, where there are many other options availabe, the accommodation we've received is not what I had expected from a Heritance chain (Kandalama in contrast was fantastic). We'll be in this country 3 more days and was hoping to to spend it in this area had they met our expectations. Instead we'll be moving to the Hilton in Colombo for the remainder of our stay. Needless to say that this is the first and the last time for us in this perticular facility. Situation of this type do not warrant a third chance.

To the management team... look very closely into the culture that is set forth. I don't think you can afford to have customers like us, who travel all over the world and are often in Sri Lanka, to be this dissatisfied with your facilities. Every one that complains on a site like this, ten goes without taking the time to do so yet they are just as dissatisfied. You're alianating the very customers that is your life blood. This is an absolute self inflicted wound.",,en,negative,en,negative,unknown,unknown,poor accommodations,"we finally decided to give this hotel a shot as we were traveling through the area mainly due to its architecture (jeffrey bower design) and location. sadly this place failed us. trivago lists the room that we were given for around $90 us. we paid $175 per night for the two day stay with the full understanding that we'll be getting a decent room. i was expecting much better accommodations given it's the off season and the hotel in near empty. firt room we got was so bad that i refused it immediately.  they then moved us to a different ""deluxe"" room, as i was told, which was marginally better than the first one. the bathroom is dirty, no bath robes in the room and the view is sub par. the room is located in the far corner of the hotel. it is a smoking room and we were not offered the option to choose whether we needed a smoking room or not. it's puzzling to me that the hotel staff felt this room is consistent with a 5 star hotel. i'd rate this place and our experience at 3 stars at best!

i've given them two opportunities to rectify the situation and they utterly failed both times. they've had a golden opportunity to wow us and grantee a repeat customer but for some reason, that i still can't understand, they chose to make sure that we will not come back again. in this copetitive field, where there are many other options availabe, the accommodation we've received is not what i had expected from a heritance chain (kandalama in contrast was fantastic). we'll be in this country 3 more days and was hoping to to spend it in this area had they met our expectations. instead we'll be moving to the hilton in colombo for the remainder of our stay. needless to say that this is the first and the last time for us in this perticular facility. situation of this type do not warrant a third chance.

to the management team... look very closely into the culture that is set forth. i don't think you can afford to have customers like us, who travel all over the world and are often in sri lanka, to be this dissatisfied with your facilities. every one that complains on a site like this, ten goes without taking the time to do so yet they are just as dissatisfied. you're alianating the very customers that is your life blood. this is an absolute self inflicted wound.",,TRUE,TRUE,TRUE,TRUE,2,107,101,116,88
Stephnie R,,Friends,Friendly Staff Dirty Hotel,6/16/2025,"Travelled here for 2 nights stay with friends which was an utter disappointment, been an Atkins group hotel we expected more valued services. There's is so many things wrong in this hotel firstly The rooms, I have been to so many hotels I have not seen such a dirty room, from the kettle to the floor is filthy if you are looking for basic hygiene this isn't the hotel to stay. Broken plug points, toilet leaking underneath, shower door with full of dried soap marks, and many other issues as on pictures.",,en,positive,en,negative,unknown,unknown,friendly staff dirty hotel,"travelled here for 2 nights stay with friends which was an utter disappointment, been an atkins group hotel we expected more valued services. there's is so many things wrong in this hotel firstly the rooms, i have been to so many hotels i have not seen such a dirty room, from the kettle to the floor is filthy if you are looking for basic hygiene this isn't the hotel to stay. broken plug points, toilet leaking underneath, shower door with full of dried soap marks, and many other issues as on pictures.",,TRUE,TRUE,TRUE,TRUE,1,106,100,115,87
WicNYC,,Couples,Impertinent Experience,5/16/2025,"On our way from Colombo to Galle we stopped by this establishment without prior reservation. The grand driveway and facade of the Heritance Hotel where impressive at first sight. Having arrived there the good impression faded quickly. 

The room rate given at the reception was US-Dollar 140 per room without breakfast, which is expensive for the island, but we accepted without a written receipt.
First of all we had to wait over 1 hour to get the room. By that time the dinner was about to finish, so we were advised to go to the restaurant where a buffet was presented. The quality of the dishes were far from higher standards. The room was alright, but nothing special. The hotel was crowded with tourist groups from China. 

The next morning by the tome of check-out a bill was presented of 280 US-Dollar.
The chef concierge refused to get the man on duty from yesterday night. The outrageous room rate was ompared by us with rates shown on booking sites.
The same night rooms had been available from 58 US-Dollar! 
After were rude discussions we left the hotel with a ""discount"" of 60 US-Dollar and
paid incredible 220 US-Dollar. 
A never come back experience!",First-floor rooms have a terrace,ro,positive,en,negative,en,neutral,impertinent experience,"on our way from colombo to galle we stopped by this establishment without prior reservation. the grand driveway and facade of the heritance hotel where impressive at first sight. having arrived there the good impression faded quickly. 

the room rate given at the reception was us-dollar 140 per room without breakfast, which is expensive for the island, but we accepted without a written receipt.
first of all we had to wait over 1 hour to get the room. by that time the dinner was about to finish, so we were advised to go to the restaurant where a buffet was presented. the quality of the dishes were far from higher standards. the room was alright, but nothing special. the hotel was crowded with tourist groups from china. 

the next morning by the tome of check-out a bill was presented of 280 us-dollar.
the chef concierge refused to get the man on duty from yesterday night. the outrageous room rate was ompared by us with rates shown on booking sites.
the same night rooms had been available from 58 us-dollar! 
after were rude discussions we left the hotel with a ""discount"" of 60 us-dollar and
paid incredible 220 us-dollar. 
a never come back experience!",first-floor rooms have a terrace,TRUE,TRUE,TRUE,TRUE,1,105,99,114,86
Marksatchell,"London, United Kingdom",Family,Great Staff but very dirty and old hotel,5/16/2025,"We have just returned from our first trip to Sri Lanka. We had a wonderful time and Sri Lanka is stunning. We stayed at the Heritance Ahungalla expecting a little bit more than we got however the biggiest disappointment was how dirty and aged the rooms were. There was no bath and the shower was filthy as was the rest of the room. My son on the first night was sick (not sure how) however we asked that the room be fully cleaned the next day which is was not. You could still see the smears of sick on the floor from where we had cleaned during the night. The bed sheets were also stained and did make you wonder if the sheets were clean stains or not.

The corridors to the rooms were also in a poor condition and looked more like the corridors on a run down housing estate (I can say that as I lived on one for 5 years).

The  bathroom amenities are also just refills with dirty lids so make sure you bring your own!

However!! The staff were amazing and so attentive and the natural beauty of Sri Lanka makes it all worth while. Would we go back to the same hotel? No! Would we go back to Sri Lanka? Yes! Yes Yes! 

Special mention to Sri Lankian immigration too who are so friendly. 

Looking forward to returning to Sri Lanka.",,en,neutral,en,negative,unknown,unknown,great staff but very dirty and old hotel,"we have just returned from our first trip to sri lanka. we had a wonderful time and sri lanka is stunning. we stayed at the heritance ahungalla expecting a little bit more than we got however the biggiest disappointment was how dirty and aged the rooms were. there was no bath and the shower was filthy as was the rest of the room. my son on the first night was sick (not sure how) however we asked that the room be fully cleaned the next day which is was not. you could still see the smears of sick on the floor from where we had cleaned during the night. the bed sheets were also stained and did make you wonder if the sheets were clean stains or not.

the corridors to the rooms were also in a poor condition and looked more like the corridors on a run down housing estate (i can say that as i lived on one for 5 years).

the  bathroom amenities are also just refills with dirty lids so make sure you bring your own!

however!! the staff were amazing and so attentive and the natural beauty of sri lanka makes it all worth while. would we go back to the same hotel? no! would we go back to sri lanka? yes! yes yes! 

special mention to sri lankian immigration too who are so friendly. 

looking forward to returning to sri lanka.",,FALSE,TRUE,TRUE,FALSE,1,104,98,113,86
irshsma,"Colombo, Sri Lanka",Family,Second time.was.even better,5/16/2025,"I wud say no hotel has impressed me.so much. From.  The hotel staff to the kitchen staff all were very helpful and friendly.  This was my second d visit. Food was superb as always. 
Wud visit again definitely.",,en,negative,en,positive,unknown,unknown,second time.was.even better,"i wud say no hotel has impressed me.so much. from.  the hotel staff to the kitchen staff all were very helpful and friendly.  this was my second d visit. food was superb as always. 
wud visit again definitely.",,FALSE,FALSE,FALSE,FALSE,1,104,97,112,86
Xxdinkyxx,,Family,Family visit,4/16/2025,"When we arrived we were taken to a room that clearly wasnt set up for us and our two kids. Not only was no baby beds set up, we could not commit to the room as it was too dangerous for our kids. The balcony had steps to railing, which meant our 1 year old could jump or climb over. There were holes i  the railing where our 1 year old could slip through. We then spent almost 2 hours looking for another suitable room. Its been horrible as the only room they could put us in has no floor space to walk as the infants beds and pram take up the entire room. Im so sad that i bought my family here on a holiday as its horrible. They are moving us rooms but this is costing a lot more. This place is not for families.",,en,positive,en,negative,unknown,unknown,family visit,"when we arrived we were taken to a room that clearly wasnt set up for us and our two kids. not only was no baby beds set up, we could not commit to the room as it was too dangerous for our kids. the balcony had steps to railing, which meant our 1 year old could jump or climb over. there were holes i  the railing where our 1 year old could slip through. we then spent almost 2 hours looking for another suitable room. its been horrible as the only room they could put us in has no floor space to walk as the infants beds and pram take up the entire room. im so sad that i bought my family here on a holiday as its horrible. they are moving us rooms but this is costing a lot more. this place is not for families.",,FALSE,TRUE,TRUE,FALSE,1,104,97,112,86
658janew,"Hong Kong, China",Friends,Too much expectation!,4/16/2025,"We stayed here for 2 nights with high expectation, but were a bit disappointed about the in room facility.   The room is a bit old,  the electric water pot was quite dirty.  The tooth mug was dirty with crack,  the shower gel container also had crack and without a cap.  I don't expect all these for a 5 star hotel!

Speaking of service particularly the restaurant serving the buffet.  It takes me several attempt to refill the coffee and got the plates collected.  The waitress saw us and not responding.   However,  they are responding proactively to non Chinese.   This gave me a sense of discrimination!

Despite the negatives,  the swimming pool is fantastic.  It faces the Indian Ocean which is awesome!",,en,negative,en,neutral,unknown,unknown,too much expectation!,"we stayed here for 2 nights with high expectation, but were a bit disappointed about the in room facility.   the room is a bit old,  the electric water pot was quite dirty.  the tooth mug was dirty with crack,  the shower gel container also had crack and without a cap.  i don't expect all these for a 5 star hotel!

speaking of service particularly the restaurant serving the buffet.  it takes me several attempt to refill the coffee and got the plates collected.  the waitress saw us and not responding.   however,  they are responding proactively to non chinese.   this gave me a sense of discrimination!

despite the negatives,  the swimming pool is fantastic.  it faces the indian ocean which is awesome!",,FALSE,FALSE,FALSE,FALSE,1,104,96,111,86
Gerad_13,,Business,IGNITE,4/16/2025,"Very good place to spend you're holiday lot of entreatments. Good swimming pool . Beach swim , playing facility . Good service. Lot of food varieties . Relaxing , fun traditional Dancing shows. And we spent with tour guide Chinthaka . Baja Bike tours . He gave lot of facilities by located at Heritance Ahungalla",,id,negative,en,positive,unknown,unknown,ignite,"very good place to spend you're holiday lot of entreatments. good swimming pool . beach swim , playing facility . good service. lot of food varieties . relaxing , fun traditional dancing shows. and we spent with tour guide chinthaka . baja bike tours . he gave lot of facilities by located at heritance ahungalla",,FALSE,FALSE,FALSE,FALSE,1,104,96,111,86
HOMIMULLA,"Mumbai, India",Couples,AWSOME LOCATION GREAT FOOD INNUMERABLE MINOR GLITCHES,4/16/2025,"As you enter, the view of the beautiful pool .... merging into a pristine beach ... merging into the sea sweeps you away. 

Unfortunately you don't get swept off your feet at this property. Since we didn't get a booking at the VIVANTA by Taj in Bentota we thought we'd try the Heritance. 

The property is run down and seems to have seen better days. A renovation should be on the cards sooner than later. 

We were upgraded to a suite named after the legendary Sachin Tendulkar but unfortunately  the exhilaration of of the room or the hotel in no way matched the Little Master's batting. 

The room was ill-planned. No light switches and plug points in the right places, basins in which you couldn't splash your face, a Mini Bar fridge with a broken shelf, and never replenished, pathetic mal-functioning wifi...... and one could go on and on.... Minor glitches but collectively a huge nuisance for the price we paid. 

The biggest problem was the air-conditioning, never below 24 degrees Celsius. This in a hot and humid Bentota was a big problem. 

Two large swimming pools. Wow !! one for  playing and kids and one for peaceful and serious swimmers like me. A Great idea! However the pleasure was short lived when we entered the pool. The water was cloudy and had particles flowing in it. Temperature was like soup. 

The Gym was exceedingly ill-equipped for the number of rooms. Only two treadmills, one of which was closed non-functional for the duration of my stay. 

One large dining area for buffets. One fine-dining restaurant but we never saw a living sole there in the 4 nights we spent. The food at the buffets were exceptional,  but in case you're a vegetarian please be very careful. Options are very limited. 

Since large groups were coming in the buffet tables had huge queues. I for one am fond of nibbling tit bits going often to the table. But that was a Big no-no. 

Dealing with the lower staff is impossible. Not only is their a pathetic standard of English, many of them pretend to understand and say yes but things are not done. 

However I'd be failing in my duty if I didn't mention here, that the senior staff ably led by GM Mr Upul Peiris and the F&B Manager Gamini, were extremely courteous and helpful. Highly responsive. Problems brought to their notice were promptly attended to. I believe Mr Peiris has been here only for a few months. Seeing his leadership abilities and genuine concern for the customer I'm very sure these glitches should be a thing of the past very soon. The management needs to move from Responsiveness to Pro-activeness. 

My recommendation is to go here at a quiet time and not during peak season.",,en,positive,en,negative,unknown,unknown,awsome location great food innumerable minor glitches,"as you enter, the view of the beautiful pool .... merging into a pristine beach ... merging into the sea sweeps you away. 

unfortunately you don't get swept off your feet at this property. since we didn't get a booking at the vivanta by taj in bentota we thought we'd try the heritance. 

the property is run down and seems to have seen better days. a renovation should be on the cards sooner than later. 

we were upgraded to a suite named after the legendary sachin tendulkar but unfortunately  the exhilaration of of the room or the hotel in no way matched the little master's batting. 

the room was ill-planned. no light switches and plug points in the right places, basins in which you couldn't splash your face, a mini bar fridge with a broken shelf, and never replenished, pathetic mal-functioning wifi...... and one could go on and on.... minor glitches but collectively a huge nuisance for the price we paid. 

the biggest problem was the air-conditioning, never below 24 degrees celsius. this in a hot and humid bentota was a big problem. 

two large swimming pools. wow !! one for  playing and kids and one for peaceful and serious swimmers like me. a great idea! however the pleasure was short lived when we entered the pool. the water was cloudy and had particles flowing in it. temperature was like soup. 

the gym was exceedingly ill-equipped for the number of rooms. only two treadmills, one of which was closed non-functional for the duration of my stay. 

one large dining area for buffets. one fine-dining restaurant but we never saw a living sole there in the 4 nights we spent. the food at the buffets were exceptional,  but in case you're a vegetarian please be very careful. options are very limited. 

since large groups were coming in the buffet tables had huge queues. i for one am fond of nibbling tit bits going often to the table. but that was a big no-no. 

dealing with the lower staff is impossible. not only is their a pathetic standard of english, many of them pretend to understand and say yes but things are not done. 

however i'd be failing in my duty if i didn't mention here, that the senior staff ably led by gm mr upul peiris and the f&b manager gamini, were extremely courteous and helpful. highly responsive. problems brought to their notice were promptly attended to. i believe mr peiris has been here only for a few months. seeing his leadership abilities and genuine concern for the customer i'm very sure these glitches should be a thing of the past very soon. the management needs to move from responsiveness to pro-activeness. 

my recommendation is to go here at a quiet time and not during peak season.",,FALSE,FALSE,FALSE,FALSE,1,104,96,111,86
