text,sentiment
Quarantining at Heritance Inbox,negative
"Sea view is nice, but try getting a room away from the main lobby. We were right above it and the music from the bar at night carries.",neutral
"Got the premium ocean view but I didn’t have a good view of the ocean. My view was obstructed by trees and that was disappointing. Tried asking staff if they could place me in another room but due to lack of a availability, this could not be set up. Please see attached photo.",negative
we came here for honeymoon and we were enjoyed with lovely service and food... room was really good and two big pools.. staff very friendly... we are very satisfied here.. we will recommend this place and will return soon...,positive
"This is the most difficult review I have written so far. The hotel has two parts – one is brilliant and another is terrible. Therefore I summed everything up and evaluated it as average. Brilliant points: Extensive, very clean beach with clean ocean water. Fantastic pool area (two pools fit for any taste) with very good service. Nice reception, pleasant and airy open lobby. Beautiful grounds with veritable zoo: variety of birds, squirrels, shy langur monkeys, almost friendly molitors, etc. Superb food both at evening and morning buffet. Terrible points: Rooms and bathrooms are outdated, dirty, smelly (sometimes smell of sewage is overwhelming) and ill-kept, some may be cockroachy. After one night I asked to change my room on the ground floor which totally awful to only slightly better on the first floor (at least with more light). Housekeeping is poor: rooms are not cleaned until very late and then, several hours later, in the evening there comes house keeping again for god knows what reason. Also in the dining area at one point the floor was slippery because of spilt fat and remained so for at least two days. Hotel spa prices are more than exorbitant, go for massage to the village. Beware when dealing in cash: bad exchange rate (and different than told at the reception) the cashier cheats (tried to swindle me and one of our group too), so count your money carefully. Even when in the hotel grounds (and especially on beach) you are periodically accosted by touts, seller of various goods, tuk tuk drivers, etc. If you leave the grounds and go to the village you are immediately swarmed with “helpers” who tussle between themselves and finally you will have one fixed “leach” who will follow all the time offering all kinds of goods and services. So, if you are indifferent to the room you sleep in, the hotel is perfectly all right, even great. But otherwise consider other possibilities.",negative
Excellent hotel with nice staff. But only thing is you should have more vegetarian options for all three meals.. beach is beautiful. Stay is very comfortable. Hospitality is excellent. ...thank you for the wonderful stay....,positive
Great Holiday- 18th July to 20th July 13.,positive
The food variety is magnificent the best I've seen out of the many hotels I've been to. I gave the 3 star rating just because how much i love the food and the creativity of the design in and outside the hotel. We called 3 times reporting in a technical issue in the room giving them 30-40 minute gaps but they didn't respond until we decided to yell at them. As usual we were given the room 45 minutes late. And is asked to leave right on time. The bed was okay but isnt the most comfortable. Staff is friendly and helpful . Loved that fact which is why I wouldn't wanna rate this any lower. Its a good place but could be better for this price,neutral
Week days get away,negative
Appreciated it in the end,neutral
バワ建築のホテルの1つ,positive
"Once you visit Heritance Ahungalla,you don’t feel like going anywhere else.Every holiday that we spent with them,was fabulous.Mr.Thushara,the food and beverage manager is actually the main reason why we come to Heritance Ahungalla.His service goes beyond his title.He’s exceptionally helpful,super friendly and he knows exactly what the guest wants in a five Star hotel.Our family adores him, not only as a professional but also as a great friend.We would like to thank Mr.Thushara,Mr.Nipun,and the rest of the staff at Heritance Ahungalla,for all their efforts to keep everyone satisfied.Once again,Thank you,Mr.Thushara,for being so caring and always willing to give us the best.",positive
"have just returned after two weeks at the heritance in AHUNGALLA.We had avery good holiday& the hotel staff were very friendly & helpfull.The only thing that let this hotel down was the rooms which are in dire need of refurbishment.The bathrooms have a half glazed screen with blinds which i found very odd.Some of the walls are finnished in a polished concrete effect , which might have been fashionable thirty years ago but not now.However i do not want to put people off this hotel because the rooms are still comfortable & functional. we found the food also very good with a good selection to suit all nationalitys.The service in the pool bar could be a little slow at times & we did feel that people who were not on all inclusive got a better service than people who were .The other down side to this hotel is the distance to the airport . This can take anything between two & three hours depending on the traffic & the time of day. To conclude i would not hesitate to recommend this hotel to my friends.",neutral
"Nice beach side view hotel and also itz has large play area and also it has a large size pool side. It has good refreshments. It's has a good architecture design. The environment of the hotel is very atmosphere. Most of the peoples are come for the hotel because of their good command services. Most of the foreigners are came for the hotel because this hotel is vary famous in the Sri Lanka. They have a larger hotel range in the Sri lanaka. Kandalama heritanace is very famous because of the climate around the hotel, this is a five star hotel in the Sri Lanka, the service of the hotel is very best and also the employees of the hotel is very kind and the innocent. The see foods are very testy and also the desert also very good.",positive
Awesome,positive
"We had visited this place along with our local freinds in Sri Lanka.. The most beautiful and human culture the Srilankans have is a BEAUTIFUL SMILE. The hotel staff very polite and on their toes to help in case required. But the most amazing thing is their breakfast , lunch and the dinner...ofcourse the INFINITY POOL. my daughte just would not want to be out of that place. All we did was lazed in the poola dn ate to our hearts content.. AMAZING SRILANKA",positive
Few rooms have access to the pool. There is no direct beach access from the rooms. It may be better to go for upper floor which have nice ocean view from balcony,neutral
"All rooms have a Sea View, but a third floor room would offer the best in my opinion, and away from the main pool which could be noisy at night with the entertainment, especially with young kids.",neutral
Luxury treat before flying home,positive
Room was not that good.... first night we could not sleep due to hotel maintenance noise. Food was good... but only if you like spicy .... surrounding was nice...nice beach.... secure... nice pool.,neutral
Not much really - cooling ( A/C) could have been cooler the 22*c - had central air and we were told it didn’t permit it ..,negative
"One of the best hotels in down south sri Lanka...specially the staff is very friendly and helpful...also, we had a nice room on the 3rd floor with direct sea view...thank you for making our stay memorable and comfortable...",positive
Second to none hospitality and staff,negative
"This hotel is showing it's age slightly. The rooms are fine and the surroundings are beautiful but just not quite top notch. However we found the standard of service to be superb and are surprised at some of the reviews rating the service poor. We ate dinner in the main restaurant once and the Mustard Cafe three times. One meal in the Mustard Cafe was not up to scratch - the stirred fried beef looked as if it has been made several days ago - all dried up. However all the other meals were excellent. Breakfasts in the main restaurant were very good. There are two swimming pools - one by the main entrance and one outside the north wing. This latter pool was huge and nice to swim in. We also paddled in the sea which is right outside the hotel. The waves were very strong while we were there so it was not safe to go swimming but the sand is beautiful. There are people selling on the beach - it is difficult to see how the hotel could get rid of them as presumably it is a public place. However we didn't feel too pestered as we just ignored them and they went away. All the staff were friendly and courteous. The room boy was especially cheerful and the room kept really clean, in fact they changed the linen more than we needed",positive
Amazing Heritence Ahungañ,positive
"Heritance Ahungalla is not by any standards a 4,5 star hotel. We have chosen it for our honeymoon trip as pictures seen on the website looked amazing and we also read many good reviews. However, our stay there turn out to be a great dissapointment and we won't be going back. To list just few problems you may encounter there : it is impossible to go for a walk on the beach as you are constantly pestered by locals who do not take no for an answer; cockroaches can be found not only on hotel corridors but also inside the rooms; the cutlery served at tables has leftovers of food stuck to it; the bed linen in the rooms as well as the curtains are stained and often with holes; the hotel provides hardly any toiletries and if so, they are stuck on the bottom of a ceramic bottles in a very small quantitiy; there are constant problems with electricity and it can go off for over 30mins at time. As for the service it is probably one of the most tiresom and annoying problems of all, as there is no communication between the team members serving meals in the restaurant, you need to ask several times for a pot of coffee or a bottle of water, provided that you will be understood by the waiter on the first occassion. If so, the requested drink may not be delivered at all, while few other team memers will approach with exactly the same question about your choice of drink but it will take ages for someone to actually deliver it to the table. The tips are expected while the service quality or rather its lack, does not jusitfy it at all. The most imposing are often the housekeeping supervisors (not the regular housekeepers- they work very hard and hardly ever strike a conversation with a guest), who can follow you down the corridor repeating few times that they are entirely responsible for cleaning your room....all obviously to be tipped. In case of any problems with the room calling reception is normally a waste of time, as you have to call back several times before someone turns up to deal with the problem. The hotel is full of damp and looks as if its times of glory have long gone. We have been travelling extensively over last couple of years throughout Africa and Asia and we are very much aware of difficulties some developing countries face, however we cannot find an explanation for advertising a very poor quality hotel as a 4,5 star resort.",negative
All goof,positive
"We travelled around Sri Lanka for 2 weeks staying in 6 different hotels, and this was by far the worst service we received out of our entire stay. The hotel itself is nice, rooms spacious and clean, pool area is nice. We dined in the a la carte restaurant which was nice. Don’t bother with half board / all inclusive - there’s a handful of restaurants on the beach with better food. The worst part is there seems to be some American expectation of tipping for absolutely everything, and if you don’t then you simply won’t get served!! Despite many signs around the pool saying sunbeds can’t be reserved, it seems the pool boy is more than happy to reserve these for a tip. I was up at 7:30am (jetlag), and there was just 1 set of sunbeds left despite no one actually being by the pool! We stayed there until midday, and some of the reserved beds only became occupied at 11am! So frustrating for everyone else. One woman took the reservation off and the pool boy flat out refused to give her a towel, even arguing with her! She went and got her own, and by midday no one had come to claim the bed! Awful! We went to the bar one night, they saw us walk in. They proceeded to offer every other group table service but us! I had to go to the bar 3 times for menus, drink etc., yet they still charged 10% service! On check-out you get shoved in some tiny room round back to pay your bill which is actually quite intimidating. No one asked if we had a nice stay or where we were going next, or even said bye when we left! While I do appreciate Sri Lanka is a poor country and tipping is needed, this was the only hotel during our whole trip that had this greedy mentality. We saved hard for this trip and don’t appreciate being treated like lesser people because we don’t have lots of extra money for tips! They also seem to have no problem in letting touts in to the hotel who come up to you on your sunbed to sell you a sari! I get that this happens on the beach but they shouldn’t allow them in the hotel grounds.",negative
"Visited the hotel for 4 nights. I had booked 7 rooms for friends and family. Great food and very courteous staff. I had booked a suite but the quality of the room was poor, when I discuss this with the front office he promptly moved us to another suite.",negative
Amazing foods with lovely hospitality,positive
Unbelievably beautiful beach hotel,positive
"Our first stay here in 2009 was on the very strong recommendation of Sri Lankan friends and we vowed to return sooner rather than later. Neither my wife or I recognised some of the negative comments on this site prior to booking our latest trip in December 2011 but we had some concerns. Those concerns were totally unfounded. From the moment we were met with refreshing cinnamon tea until the redoubtable Dudley packed our cases in the car at the end of our stay, it was total relaxation. The attitude of the staff is a delight and may explain some of the complaints - they have a wonderful ability of being remarkably attentive whilst appearing to be laid back which may be misinterpreted as appearing not to care.Nothing could be further from the truth. Some of the younger staff members are still extremely keen and their enthusiasm, whilst appreciated, intrudes slightly into the relaxed ambiance. They could do well to learn from Jacob. If you have the good fortune to have your table served by this gentleman you will understand the point I'm attempting to make. He is like a swan gliding serenely on the surface whilst away from view he is paddling like hell to ensure that you enjoy every minute in his care. Our room was excellent - the only criticism we could make was the that the Venetian blind in the bathroom was past its best.... this is really struggling to be negative. I can't believe that someone on here had complained about the food - how absurd! Not only was the buffet absolutely first class but the puddings were out of this world. A real trip down memory lane for persons of a certain age! Unsurprisingly, the dessert table won first prize in the hotel industry awards. Please don't take my word for this - our visit coincided with that of an annual trip of French gamblers(???!) to the hotel. They attacked each meal with that Gallic gusto which is unique, (complete with napkins tied around their necks!) - if it hadn't been up to standard I'm sure that it would have been the kitchen staff at risk rather than the food! When these lovely characters found that my wife was multi-lingual they hijacked her on a regular basis to tell the hotel chefs of their appreciation. Another negative comment I had read was regarding the beach folk. Yes, at times they can be boorish but they are trying to make a living. If you inform them that you are definitely not interested in purchasing anything today they will leave you alone. You are, however, missing the opportunity to chat to some fascinating people with experiences completely different to your own who would really appreciate the opportunity of honing their language skills on you - this is especially true of the clothing ladies. If all else fails the magic word to use is 'yanda!' whose interpretation is, I believe as rude as it is effective! We would like to thank the management team of Rifan (General Manager), Tilleth (Food and Beverage Manager) and above all the professional and gregarious Sampath (Assistant Manager) for a superb stay. You have staff and a hotel to be very proud of.",negative
"A beautiful room with a view of the sea, but it is far from it, and the most beautiful thing is a towel that they form on a dog, an elephant, or a turtle There are two excellent workers whose job I loved rukmal and ronali",positive
Beautiful,positive
"Of course a room closest to the beach and pool is the best but due to the elongated shape of the hotel, I doubt you&#39;ll be disappointed in any room.",neutral
Gorgeous property with wonderful service,positive
"We had the best time in our lives,this year too,at this heavenly place,where those loving, smiley faces,worked so hard to serve the best and make each and every moment of our holiday extra special.We were super lucky to be part of your Staff Avurudu event,as that was extremely entertaining,and worth watching.Every visit refills our minds with fresh beautiful memories of the Heritance Ahungalla family.We would like to thank specially the restaurant and the bar manager mr.Thushara,and the food and beverages executive,Mr.Nipun,who have been offering a valuable service for us,on our every visit to Heritance Ahungalla.The whole team made our stay fabulous,once again.The warm welcome offered by the general manager,is highly appreciated.Exceptionally cleaned rooms,delicious food,relaxing surrounding,superb entertainment and unmatchable hospitality.There was nothing we could ask for more.Thank you so much,once again.You guys are the best.",positive
I'd go back to this particular hotel.,negative
Sri Lankan vacation,positive
Nice hotel the rooms are very spacious and the view is brilliant and the food was really good and we loved all the food over all ... Specially the dosa .. The staff and service are very helpful and attentive ... The pool attendants were really good .. The environment and the location is excellent,positive
Winding Down at Ahungalla,negative
"All rooms face the sea, better get a room above ground floor for a better view..",negative
Only visit in season. Avoid angled rooms as they have limited views. Keep to right side to get quieter accomodation.,negative
If you can.......don't come to this hotel!!!!!,negative
Does not live up to the brand,negative
"Returned after 10 years and found the place to be just as amazing as I remembered. What I didn't expect was the care and kindness from the staff. I was sent a surprise birthday cake after dinner! But i was moved by the assistance provided to us when my 4yo daughter slipped and fell near the pool just before checking out. Family members left in the hotel, while we were at the hospital, were looked after well. The staff were kind enough to arrange a special meal for us as we were not back till hours after the buffet lunch was over.",negative
Some rooms have been modernised - ask for one,neutral
"We have always wanted to stay at this hotel and this was the first time we had an opportunity. We stayed recently for a few days whilst visiting Sri Lanka. The hotel really needs to be updated, compared to other beach hotels this hotel stands out for being old and dated. Not a good place to be. The rooms are a good size and comfortable but everything needs to be modernised. The food was quite nice and really enjoyed our dinner and breakfast. The hotel is overlooking the sea and the views are great. Both swimming pools are really big and very conveniently placed. The staff make up for the disappointing look of the hotel. They are extremely nice and helpful. They really made our stay and amazing one. The price paid £ 155-160/- per night per room is really not a fair price for this hotel. Hence will not return.",negative
A perfect 31st eve,positive
enjoy the full trip,positive
Bathroom was not clean at all. Muddy footsteps were on the floor and glasses were dirty not cleaned for a long time,negative
On arriving at Heritance Ahungalla……it was 3am and rain not waiting to come down: we didn’t appreciate until the next morning how wonderful and picturesque this place was until the following morning. Our first couple of days were spent getting to know the hotel and its people…….they are the most amazing group who go out of their way to make this a home from home and always have a sole on their face all the time. There are too many staff to mention individually but one who deserves special mention is Rukmal who worked his magic everyday on our room and his inventiveness with towels and flowers is a joy to behold…..we will miss you and your colleagues greatly and will look upon this as one of the most amazing holidays and locations we have ever been on and look at Rukmal’s leaving present for us on our last day……..think it demonstrates everything that is good about this place. Goodbye Sri Lanka and Heritance Ahungalla…….we will definetly return one day…..it’s a must !!!!,positive
I was there with my parents when I came on a holiday from the UK.Excellent place for a relaxing holiday with an amazing view of the sea. Great and very friendly staff and they were happy to help at anytime. Spacious and luxurious rooms with all the facilities. Food was amazing and there were lots of choices and it was exceptional. My special thanks goes to miss Dilinie Rajapaksha who gave us a tremendous support when I booked the hotel. There were two beautiful pools and the surrounding of the hotel was exceptional. I highly recommend this hotel and I’ll definitely visit this place during my next holiday from England.,positive
Go for premium,neutral
"I went there for my honeymoon, service was excellent and the staff is really helpful. The food is really really good, a lot of variety, and suits all tastes! I recommend it to anyone who just wants to go there and chill without any worries!",positive
This is a very very beautiful hotel the atmosphere and the environment is sooo beautiful.... And most of all the beach its so fantastic.... And soooo clean.. The rooms are very clean and my room had a great view and a private balcony.....the staff andvthe service is excellent tooo. Food is awesome.... We eill come back definitly ... Best ever,positive
"Property : Beautiful architecture, bright outdoor spaces and two amazing swimming pools and a useless beach. Rooms: Needs an upgrade to the really bad lighting system. Rooms are very dark and not at all child friendly. Beds are comfy n pillows are great. Room cleanliness is not all satisfied. Cigarette hash underneath the bed looks as if it had not been cleaned for ages. Food: The Salads are not at all up to the standard. Soup was a good start. Main course buffet was a bit messed up. Potatoes burnt while the cuttle fish left raw n the crabs too sweet n also uncooked for dinner. Lunch was way better. The positive point is that the staff after informing made us an ala carte dish of crabs and prawns and it was amazing. Desert was spot on delicious. Variety was also another plus point. Staff: The happy smiling faces and welcoming gestures by the overall staff make you want to come back again to this property. Thanks to Mr Thushara the Food manager and the head Chef and also all the other staff for making our stay a pleasant one. We look forward to coming back to heritance Ahungalla with a better expectation. Imran Hinghora",neutral
"a beautiful heritage hotel in a great location, wonderful friendly staff, great food and as a coeliac my dietary needs were very kindly accommodated by the chefs, thank you so much I will definitely return was a super stay",positive
"Don't stay here, if you want to relax!",negative
"Nice, but would not return",neutral
"We stayed at Heritance Ahungalla for two nights. The service was good, beach and pool area was very nice and clean. The 'Upper Room' food was absolutely fantastic and fresh. The only improvements would be a wider selection for the buffet and more prompt responses for housekeeping. Overall, the hotel was very nice and would visit again.",positive
Horrible Heritance Ahungalla Hotel,negative
Very very dissapointing,negative
Sri Lanka (India without the cows),neutral
Die Beachboys am Strand sind sehr aufdringlich. Das Personal ist sehr langsam in den Restaurants. Auch unser Gepäck wurde uns erst auf Nachfrage abgenommen.,negative
"The hotel facilities are very good, staff are very friendly. Room is very clean & comfortable, definitely worth a visit. Food & bar are superb, will be back again next time i will visit Sri lanka... ................................................",positive
"Dear sir and madam,this hotel is very beautiful and environment is very good.so....your foods are very testy,starffs are very kindly and active. hotel background is good. Hotels rooms are very clear.your have special ice cream.. I like it. Your hotel enterance waterfall is very creative.so...best of luck!",positive
Best location...,positive
Awesome atmosphere to stay and good customer care service.there is a helpful staff at this hotel.....the rooms are clean and the fasiclities are excellent toooo..... The water bottles are too small in the room...food was very delicious i enjoyed the dessert alot.... The service is excellent... I highly recomend to this hotel to others as well.....,positive
"Horrible , Horrible , Horrible",negative
الفندق غير نظيف و الغرفة غير نظيفة أبدا لدرجة أني رأيت حشرة فالحمام ، طلبت منهم مكواة و طاولة و أحضروهم الطاولة غير نظيفة و المكواة متسخة و قديمة ، تعامل الموظفين في الاستقبال و المطعم غير جيد لا يحترمون النزيل أبدا ولا يملكون تعامل حسن كريهين جدا,negative
Lovely hotel with excellent pools,positive
Could’ve been better,neutral
"If you are into stuffing your face on buffets and booze, probably a great hotel for you. If you are looking for quality food and culture, or even 5 star service probably not for you. Outwardly the hotel looks great, they rely on the great infinity pool for the wow factor but scratch the surface and there is not much else a pontins holiday park wouldn't provide. Probably why there are limited photo's on the website apart from the pool. We paid extra for a luxury room, which was very nice but cost enough to justify. The room along with the friendly staff were the best parts of the holiday. Breakfast was average, dark, dingy, smokey (cooking smoke) buffet room. Nice cooked options, and hoppers. Waffles were very nice, but coffee served was just terrible. Green pool was OK, but cloudy water. Good green pool service Nice beach, but not worth visiting due to the constant hassle. People have to earn a living but it gets a bit draining to be friendly, only to be hassled to buy something every time you want to walk along the beach. Grotty and hot gym, with old equipment. Miles away from anywhere, so unless you want a 1/2hr tuk tuk ride to Bentota (which is fine and plenty of offers outside the gate) you are stuck with hotel options. The best food we found was in the mustard cafe, lovely curries. Everything else was overpriced euro buffet. Final nail in the coffin was check-out, no service at the nice reception desk, you go round to the back office, smelly little room where you que up to pay your $$$$ bill while the cashier argues and discusses other bills with clients and colleagues. Then the taxi you ordered with the concierge isn't booked after all, they just look at each other and call over the 20 year old smelly wagon. We refused to get in, and they got an equally smelly but slightly newer car for the 9000 rupee ride to Colombo. Smelly is a reoccurring issue here. Overall, 5 star luxury room (for the right $$$) in a 3 star resort......With a really good looking pool.",negative
"Location… beach was very pretty but the sea is dangerous for swimming. Red Flag permanently shown, even on days when the sea looked fairly calm.",neutral
Travelled here to part of our office annual trip and certainly lived upto the expectations. The rooms are well maintained and face the sea. Our room located in 4th floor(some staffers say 'sachchin's suite) that faced the sea and the wind blowing towards us. What I liked most was the pool which was amazing in the evenings. It faced the sea and gives a stunning sight towards sunset.,positive
"I stayed at the Heritance at the end of October for 3 days. The hotel is beautiful and makes the most of it's stunning surroundings. We opted for half board and were very impressed with the selection of food on offer for breakfast and dinner. The live cooking stations were a great addition. The staff were very friendly and made an effort to remember us and our preferences. The infinity pool is large and lovely, and as we went out of season there were plenty of sun loungers. However there didn't seem enough if the hotel was full. The only downside was the electrics and power points in the room. During our short stay we had three power cuts, the only power sockets in the room that we could use where to power the telly and mini-bar so we would have to simultaneously remove one to be able to charge phones, or straighten hair. The other sockets available didn't fit any sort of travel plug (I'd packed a world compatible one and it still didn't work!) the room comes with a kettle and tea making facilities however even the kettle plug didn't fit in the sockets! Slightly disappointing side to an otherwise lovely hotel.",neutral
Manisha,neutral
It was big and next to the beach,neutral
حجزت ولما وصلنا دفعنا وزادو علينا فلوس ودفعونا سريرين زيادة حق طفلين مع العلم اني حاجزة حق الكل بس يقولو لا لازم تدفعي 72 دولار زيادة والله سرقة عيني عينك بالمكان ولما كنا طالعين يقولو غلطنا بالسعر الغرفة اكتر. طلعتلهم الايمبل بوكين والسعر يقولو لا وماعرف قتلهم اطلبو الشرطة والله خافو بس يقولو الغلط من عندنا اونة من المحاسب .ماانصح بييه وادا رحتها اتاكدوا من السعر من الاول وادا استوى متلي لاتدفعوا خلهم يسو لي يبونه آخر شيء بيقولو سوري الغلط منا,negative
We really like food n services in hotel Nd specially for superb location on beach Having too much fun over here ...v r really very thankfull to all members of hotel .. I hope v come back again .........,positive
The Main Wing only,neutral
"Avoid rooms around 242, rooms 228 and 236 had lovely views and big balconies",negative
Short Stay,negative
"This place has deteriorated unbelievably. I have visited the hotel on multiple occasions. In the early 2012s the Hotel was decent with friendly staff. Now its all gone down sour. I revisited again in 2016 but was shocked to find out that the standards have turned so bad. Firstly, I was welcomed by the usual friendly smiles and what not but the staff at the pool were extremely rude, and racist... I took some family visiting from the middle east for lunch and soon found that the hotel service made them very upset. They tried to use the pool, however soon knocked back and told that 3 quarter shorts weren't suitable for pool. These idiots have no idea. As a traveller in many western countries, I have never seen such fools running a hotel.. They don't know what guest services means... then the racism part kicks in where the staff are plain rude and are like robots and smiles at white skin guests, but frowns upon anyone with a tinge more of colour... Absolutely ridiculous and I discourage anyone from travelling and staying at this hotel....",negative
"STAFF ARE LOVELY BUT NOT A 5 STAR HOTEL , EVERYWHERE IS CLEAN AND BED COMFORTABLE. NO BATH ONLY A SHOWER. ROOM ALSO DARK LIGHTING NOT VERY BRIGHT AND NO WHERE BRIGHT ENOUGH TO DO MAKE UP AND ONLY ONE PLUG OVER ON THE DESK, NONE BY THE BED. THE HOTEL IS LOOKING VERY DATED AND IN NEED OF A FACE LIFT AND THE FOOD IS NOT UP TO 5 STAR DINING, THE MENU WAS QUITE LIMITED, BREAKFAST MUCH BETTER THAN EVEING MEALS. VERY QUIET WHEN WE WERE THERE SO NO ATMOSPHERE OR ANYTHING TO DO WITHIN THE HOTEL, BUT MIGHT BE DIFFERENT WHEN MORE THAN 15 OUT OF 150 ROOMS BOOKED.",neutral
Ok but could be so much better,neutral
"Ahungalla Heritance Hotel is reassuring when you arrive through its private drive after passing the entrance arch gate. It keeps being reassuring when you discover the open reception to the swimming pool that visually extends straight into the Indian Ocean just few meters away until … you end up checking in at a bar behind the reception that was very dark as most of its lights were switch off; was it a try of being Eco friendly ?? We had a strange feeling that the hotel was not up to its 5*. This obvious detail was like the top of an iceberg; will we discover the rest of it along our stay? Was Heritance a 5* iceberg? The room was ok, yet had aged and would need a lift. There was no safe deposit (5*?). The room maintenance appeared secondary as we noticed an obvious splash of dirt on the terrace door window and one of the door lock was broken. At “Mustard coffee shop”, we ordered seafood salad, it came with no salad or veggies (misleading salad term). We checked the “UpperRestaurant” menu and were not impressed by its presentation neither by the incomprehensive culinary composition of its expensive dishes. The restaurant was empty … lack of soul, poor lighting, no spark. Instead we went to this little Coconut Hut restaurant down the beach out of the hotel, where we really had a superb and reasonable diner, thank you to Berthy the owner for his welcome. We recommend it. Back to our room, we were not blown by the auto glorifying video of Heritance Ahungalla that was played in random on the hotel TV channel, it sounded too superlative to be true. The Heritance corporate management needs to open its eyes, international real 5* hotel are on their way to Sri Lanka and soon they may be at the origin of the end of Heritance Hotels 5 * era. The F & B department should also be worry and revise its restaurants concepts and put its heart and mind into it.",neutral
It is our first time to this hotel. Starting from the welcoming to the checking out everything as perfect. Kids enjoyed a lot.Main pool relaxed our minds and food is awesome.Thank you all! Specially my friend Janaka gave us a good service.Supuni's attention into detail is perfect. Thank you all for making us this much happy!!!,positive
"Originally designed by Geoffery Bawa this is a hotel with impact. Beautiful pool areas and superb setting. The staff are always polite and friendly - always ready with a smile and going out of their way to assist. When booking a room be sure to state if you want a double rather than a twin. This hotel codes 'double' as twin beds positioned next to each other. So for a shared bed you need to request a 'king size' upon booking. A small irritating change of descriptor that lead to many a confusion and many a room change request I'm sure. The rooms are of a good size with brilliant en suites - great power showers. We had a large balcony - more of a terrace which was perfect for a g&t as the sun went down. We were on an all-inclusive package eating from the main restaurant each meal whilst in the hotel. Whilst I am never a fan of buffet style dining the quality and range of good was astounding. Always a fab selection of salads and local fruits as well as everything in between. We sampled do many new local dishes - one chef even cooking a new dish to try especially for me! If however it's Mediterranean/English fare you fancy whilst in the tropics, well then too you will not be disappointed. There were always about eight non-local dishes and about the same of Sri Lankan. Plus - if you're still peckish - a dizzying array of desserts. We arrived out of school holiday season and both pools were perfect for working off all that food, or pootling about in. On the last days of our stay however considerably more families arrived which made the pools, whilst beautiful, a little impractical for a full hotel. Whilst Western standard five star this certainly is not, overall it's a fine all inclusive offering.",positive
朝食からディナーまでビュッフェで、作り置きのものしかない。全く美味しいと感じられなかった。 大規模なホテルで団体客も多いので仕方がないかもしれないが、１人で泊まる時は、ここではなく、小さな居心地の良いホテルを選ぼうと思う。 食事以外は建物もプールもキレイで悪くない。,negative
"We have just enjoyed a relaxing time at this hotel celebrating our wedding anniversary. The hotel provides a beautiful setting on the sea front with lovely gardens and two large pools clean and well maintained. The Pool staff are very attentive to guests needs when using these facilities. Whilst the local area is very quiet this is a good location from which to explore the South Western coastline of Sri Lanka and access to a number of popular tourist spots nearby. The staff at this hotel have been superb, eager to please guests and happy to ‘go that extra mile’ to make visitors feel welcomed. We must give special mention to the following staff for their hard work and for making our stay feel extra special - Jacob, Asitha, Jagath, Nimsara and Sinari. A big thank you also to Lokusuviya for his hardworking cleaning and tidying our room each day and the really friendly young man serving in the hotel gift shop! The food served in the main dining room was of a good quality and always offered a good choice of different Asian and Western dishes. We also took advantage of the drinks and snacks regularly available at the Pool side snack bar! During our stay here we were lucky to enjoy all the festivities and additional events organised by the hotel to celebrate their special New Year. We booked several trips during our stay with Rasika, a local guide, who can be found at the edge of the hotel/beach front. He offers good value and local knowledge/experience and we were happy to support local people rather than the large companies. We were fortunate to enjoy the Elephant Safari at Udawalawa, the Madu river cruise, a day trip to the Galle Fort town and spent time at Hikkaduwa swimming with the large Turtles. We also arranged to see the iconic Stilt Fishermen, the rather moving Tsunami Museum and spent time relaxing on the lovely beach at Unawatuna. Thank you again to ALL of the hardworking staff at Heritance Ahungalla hotel. We have really enjoyed our stay here.",positive
Had a good time with my wife in this hotel. The hotel has designed in a beautiful structure and swimming pool and front pond brought a marvelous scenery to my eyes. Very calm and quiet environment. Rooms are comfortable and service was up to the standard. Foods were delicious and the staff were friendly. We were really enjoyed and will definitely come again in next year.,positive
"We stayed the night in a luxury room with a huge sitting/dining area and a separate king bedroom area. Lots of space for our little ones. Room was well appointed and amenities as listed on hotel website. Eventhough bathroom was good size, the raised up jacuzzi tub with an overhead shower was impratical. Literally need to climb in and out of the tub. We didn't experience the award winning cuisine from the buffet dinner. (Extremely salty grilled prawns, burnt BBQ meat. Poor food presentation). Breakfast was a tad better. Our benchmark was the dinner buffet at Heritance Kandalama. That's what we called award winning. We enjoyed the two pools and the wonderful beach right at the hotel doorstep. The service from the staff was excellent. Hotel ground was beautiful with a majestic view of the Indian Ocean especially from the lobby. Recommended if you get a good deal otherwise not worth paying the high price as this is 3.5 stars not luxury 5.",neutral
"We absolutely loved our stay at the Heritance. Food was amazing, all the staff were friendly and welcoming. Special mention to Rukmal who cleaned our room, he made extra effort and it was really special. Would definitely recommend this hotel.",positive
"We had a wonderful visit. Food was amazing and menu was fabulous with different meals both morning and evening over the course of seven days. A lot of variety the pool was great. There are two pools one more for family fun and the other more for relaxation and more quiet. Both are very large and well-maintained, the service was incredible and everybody was very friendly and helpful. We were definitely go again.",positive
Superb and lovely hotel,positive
Best paradise hotel in srilanka.,positive
A Perfect Getaway!!,positive
Amazing beach,positive
Awesome is the word!,positive
Our experience at Heritance Ahungalla,positive
"Categorically unacceptable conditions in controversial situations, the hotel thinks only about profit. This is not a 5* hotel, the furniture and renovations are from the 80s, and in some places there is fungus in the showers and on the balconies. Location is the end of the world, transfer to civilization from the hotel is very expensive for Sri Lanka. I do not recommend it if you have actually previously vacationed in 4*-5* hotels.",negative
THE FOOD WAS HORRIBLE,negative
