text,sentiment
Had the best time ever!!! Service was really good. The food was the best👌🏼👌🏼.The rooms were outstanding😃. The pool was perfect❤️.The hotel is very customer friendly. This is like the best hotel we've been to during school trips.. The music was 👌🏼👌🏼❤️,positive
Food was awesome and staff were friendly👍we brought our school students for a day out and they had an awesome time. Beach is nice and the pool area was relaxing. Rooms were good . DJ was good. A good location for family and friend holiday or day out for students on field trip.,positive
The environment and surrounding was amazing. the rooms and the area are in good standard. My friends enjoyed the pool as it was pretty big and provided sufficient space for our entire grade. I feel that this class trip was one of the best because of such entertaining luxuries provided. Everyone of us appreciated the service hotel greatly.,positive
"Place is chilled out. Must visit great food great service great area to relax being close to the beach! Alive place to be for a vacation . Great views from the room. Superb staff, helpful. I'm soo next vacation to spend a few days with my buddies. Pool is amazing, like both pools are the bomb. Jaccuzi was great.",positive
The food is awesome and the room given to me was perfect. I had so much fun!!! The welcome Drink was refreshing and there is also WiFi and the swimming pool is huge and great. This place was great and I hope the standard is kept. Hope to come again and bring with me my family and friends. The pool is clean and well kept. The people are very helpful and as soon as we arrived we were given right away..... thank you for making our class trip a well remembered one.......,positive
There were many dishes to choose from. Also I really appreciate that there are bathrooms available almost anywhere. The pool was extremely clean! Also the beach had mesmerising golden sand which made you longing for the salty sea.,positive
"high quality sand and its great that the closet is so big, very convenient changing room. Awesome chocolate mousse. The pool was blue. The deep end was a darker blue. The room was very clean (before we got there.",positive
"Lovely property and super service by the staff. The quality and taste of the excellent buffet spread is commendable. Staff went out of the way to ensure a comfortable stay for my family and friends. We went along with group of friends, it was quality time spent wisely and a memorable stay. The room was on the 3rd floor, was clean and ambiance met our expectations. Was traveling with my wife and baby of 15 months. Staff arranged a baby cot at short notice.",positive
Came here on a class trip and really enjoyed my stay. Loved the sea breeze and the pool and the service was amazing. Loved the food as well. Would definitely recommend this place for big groups to come on holiday. Would definitely visit again.,positive
"You find yourself at the center of a beautiful area, surrounded by a beautiful beach. The two pools are what u need for relaxation. The staff is very welcoming and friendly and present around the clock. The food is varied and delicious, and the buffet either for breakfast or dinner is a must try.",positive
Heritance ahungalla is a very good & beautifull place to stay for every ocations. It has Excellent restaurant services; excellent room service; beautiful locations ; attractive rooms with good facilities. This hotel has very beautiful locations for take photographs. This hotel is stated closely to ahungalla beach. It is very attractive. This hotel has very attractive hospitality service. We enjoyed very well. Tanks heritance ahungalla.,positive
I visited this hotel for some drinks and food and specially for the pool I enjoyed the drinks a lot and the pool was so great. Mostly when I sit in the lobby the cool relaxing sea breeze is what makes me come to this hotel again. I will definitely visit this hotel again to stay.,positive
"What a beautiful hotel lovely warm friendly staff, food is very good buffet or snacks by the pool, our room is lovely & clean would definitely stay here again. The hotel sits on the beach as you enter from the front the view is wonderful !!!!!!!",positive
I just stayed one night in this hotel but for that night I enjoyed a lot and experienced one of the best service and hospitality from the staff also the rooms are very beautiful the food is delicious ... the pool faceing the sea is also fantastic and the green relaxing pool was my type. This hotel truly has earned it's 5 stars. I will definitely visit this hotel again.,positive
"I stay in this hotel 2 nights, everything's was great I like the services also their are 2 swimming pool one beside the lobby and the second are more private. Room also perfect and very clean, food was nice and and there are a nice buffet and 2 different restaurants. Overall everything is good",positive
As i entered i fell in love with this hotel because they welcomed us with a grand smile and then took us to our room which was so outstanding... The pool which was big and peaceful when looking at the sea. I enjoyed it alot. The food made my day because it was so delicious and mouth watering . I will definitely visit this hotel you should do it too. I recommend this hotel to everyone.,positive
Heritance hotel is very good hotel. Anything is fantastic. Reception and employees rooms pull foods services restaurant . It was a fantastic holiday at heritance ahungalla at srilanka. The people @ srilanka and @ in hotelll is very good,positive
Heritance Ahungalla is an amazing hotel. It is a very good place to spend the holidays. The employees are very good. The pool is amazing. The foods on the restaurants are very delicious. The ac is very good,positive
i hade a amazing twoo days at this hotel the food was amazing the people always smile and lovely atmosphere and a great pool and wonderful view of the beach. the treatment by the people who work here so professional and have a very beautiful smile and always helpful.,positive
"awesome hotel. one of the best. every srlanka visitor should pass by. the food, the pool and even the view are all fabulous. the reception is amazing. the rooms are well cleaned and all you would ask is available",positive
"Spent 5 nights, very enjoyable. Good selection of tasty food. Staff very friendly but service at poolside bar a bit slow at times. Two good pools to choose from. Would recommend this hotel for a relaxing break.",positive
A scenic hotel not too far off colombo at an affordable price. With a beautiful view of the ocean with a lovely pool. Very friendly staff with commendable service. The dinner buffet was not the greatest but was brilliant during breakfast.,positive
"Fabulous hotel with great customer service with the most beautiful view of the Indian ocean. The staff always goes the extra mile to make us happy. We have always had a great service and a relationship with Dinusha and with our new kid in the block Ranisha. Clean, beautiful rooms that is cleaned twice a day which is always outstanding. Excellent food with a divine touch. Great seafood. Make it a must to visit Heritance Ahungalla.",positive
"Outstanding hotel with great customer service and with an awesome view as you enter the hotel... excellent hotel with clean rooms and we always, at all times have had great customer service from Dinusha Kularathne and our newly met friend Ranisha...excellent food with authentic taste. we have been coming here for the past 4 years and the service has been consistent at all times. we have built up a great relationship and we have made a priority to visit this hotel once a year. Great destination for your holiday and a must to come.",positive
"Visited this place last weekend with family and one thing that stood out was the service. The front office especially went out of their way to make us comfortable, and there friendliness makes one feel at home. great Job well done.The food on offer was a great variety however I felt it lacked coordination to match, although everything was on offer. We were delayed getting the room, but it was excusable.",positive
"We spend two wonderful weeks in Ahungalla. Wonderful,quiet location of the hotel.Large,very clear rooms and excellent pools are always free sunbeds and cool bars.Thank pool attendants Sarath and Ginesh. The varied,delicious food and desserts in a restautant AI - Sous shef Thilakarathna. Thank dear Annushka and Tony. Shanika at reception. Many thanks all the management of Aitken Spence Travels. Mr.Jeevaka,which provides excellent individual excursion to Kandy and Galle with the best guide Pandulo. Thanks for everything Heritance. It was the right choice.We want come back again.",positive
just returned having 2 fantastic weeks in Sri Lanka one of the friendliest places I have visited the happy island I stayed at the Heritance where the staff are fantastic always smiling and chatty the hotel is in need of a refurb looking a little tired in places but has 2 great pools Great choice of food super sweets English food served in pool bar Lovely beach position but the local beach boys can be annoying touting for business The hotel is a little isolated so it is a long journey to see other places 4hours to Kandy but not to be missed I used Uplankatours great service [Kandy-Son],positive
"We stayed th Sep. 7th Night at Heritance Ahungalla and it was a superb stay. We checked in a bit late around 8 in the night but from thereon to today the service and the staff had been absolutely helpful. The Food and the Cleanliness is also at an excellent level combined with the astonishing architecture. We reserved a Luxury room but it was upgraded to a junior suite by the Hotel itself for the reason of having a bath tub in the wash room was one of the priority for our reservation of a luxury room, and not having one in luxury rooms they upgraded us. The view also pleasant and top pf it all the staff is really friendly and assertive in their very own way.",positive
Great stay and very friendly staff particularly Ranisha at check in and check out. Good choice of kids activities and complimentary warm milk for the baby from room service. Good choice of food and laundry not too expensive. Could do with more sun loungers but otherwise great having a heated residence pool.,positive
Best resort in sri lanka.... Front office staff is best.specially supuni n shanika n kasun.welove tge hotel very much............. :) kind staff.........much love for the hotel...food is execellent..... We enjoy its for the best,positive
This is our 2nd visit to heritance ahungalla. Lovely hotel.specialy the staff and the service. Food is excellent. We would love to come back next holiday too. We really enjoyed. Thank you for everything.,positive
Superb! Thanks for your fulluscorperation. This is our 2nd time that we visit to heritances ahungalla. Staff and the service is amazing. We will definitely come back. We will recommend ti our friends too.,positive
"This truly is an amazing place. Everyone is so friendly, helpful & nothing is too much trouble. We have never been to a friendlier place where everyone greets you with the biggest smile & always asks if there is anything you need. My wife chose to celebrate her 50th birthday here & her choice couldn't have been better. I had liaised with the team at the hotel to arrange a few surprises & they pulled out all the stops to make our special celebration perfect in every way. They decorated our bed when we were out & provided the most delicious cake which added to the wonderful experience before whisking us onto the beach for a gorgeous meal. The food is delicious in every restaurant. From a quick delicious snack to their amazing buffet or absolutely fantastic fine dining experience. To have Michelin quality food served on the beach is something special. It has been a pleasure to see & meet the chefs responsible who are so proud of what they do & boy do they do it well. The bars are as welcoming & the big smiles & friendly staff make you feel so welcome that you never want to leave. The rooms are beautiful. Spotlessly clean & the room staff work tirelessly to ensure you have everything. If you're thinking of going somewhere but don't know where, come here. You will not regret it & I am sure you will come again as we most certainly will. Thank you to the staff who we now class as friends. You know who you are. Best regards Dave & Maria",positive
"Excellent, homely and enjoyable stay. Rooms are nicely done with all amenities. We enjoyed jain food which is normally rarely available in Sri Lanka. We look forward to visit again to feel the warmth and hospitality.",positive
Great service and staff in the restaurant! Nice rooms! Very exotic hogh quality meals! This place is very spacious and has two beautiful swimming pools that anyone can have a good time in! Great place for any culture! Overall this is a great place for any type of holiday! Credit to aitkenspence hotels and the staff!,positive
Very kind hospitality n excellentf service..staff were so friendly..food wad very good n enjoyed a lot... We will be come back with our families definitly and we will recomnend to anyone this hotel.Thank you for everyine.,positive
"We stayed 3 nights in a deluxe room - extremely comfortable and well appointed. Slept like a log every night. The staff could not have been more friendly and helpful at all times. The hotel itself was designed by renowned Sri Lankan architect Geoffrey Bawa, with great attention to detail - it is in a tropical style with lots of open space and courtyards/gardens within the hotel. Two huge swimming pools, and of course the beach (ocean swimming seasonal though). This is a great location for exploring the surrounding area - lots of other Bawa designed hotels and gardens to visit nearby, and of course the Unesco world heritage old town of Galle (Fort), which is a gem.",positive
One of my best stays in sirilanka! The hotel is very pleasant the staff very friendly the food just delicious the rooms well equipped with a breathtaking view on the shore and on the pools the atmoshpere so peaceful and romantic ... It was simply a great stay,positive
"If you're looking for a calm and relaxing stay on the sri lankan beach, heritance ahungalla is the place for you ! The heritance chain of hotels hasn't ceased to amaze our group, each one very integrated into it's surroundings and has a unique architectural carasteristic proper to their respective regions. Our room was on the ground floor and had direct access to a nice isolated pool, and in case you get bored you could always take a dip in the indian ocean just a few meters away. Service was very good, staff very friendly and welcoming and the food extremely tasty. However the gym was a bit too small for me and lacked machines and weights...",positive
"This 5 star hotel offers such an amazing and beautiful experience ! Come to pamper yourself under the sunny skies and palm trees of ahungalla ! This hotel offers very clean rooms and beautiful views on either pools and sea as well as a exquisit culinary choice between their international buffets and delicious restaurants and a la carte room service. Such a friendly staff, they always keep smiling ! Thank you Heritance Ahungalla, I will definitely see you soon !",positive
Good hotel to visit and relax. The food and the staff is superb ... can recomend anyony to visit this place . The beach is also superb and the safety is also 100% . I woukd like to visit this place again and again . My family also enjoyed the stay alot .... good luck n keep it up...,positive
"I have been here couple of times. Every Time we had great time. This is the first time came here with kids and really good family oriented hotel. Kids had a great time too.fantastic staff, it's more than fantastic I would say. fantastic food. I highly recommend this hotel",positive
"The room overlooked the sea, and was comfortable The amenities were good -as expected from the Heritance group. The food and beverages department went out of their way to make vegetarian food for us. I would like to thank Shyamalee, Gamini and chef Chaminda for all the tasty meals we had. The beach is not a private one: so a place should be earmaked for keeping footwear. My new pair of slippers (fortunately not very costly ) was stolen.",neutral
"A great hotel to stay. Staff are very friendly and helpful. I would like to specifically thank Mr Thushara, Restaurant manager. He was very humble always and very friendly. All the other staff are very friendly and always smiling and willing to help. Some hotels only treat foreign guests well and ignore Sri Lankan guests. But this hotel is an exception and treat all guests the same. They take every effort to keep the guests happy at all times. From Brahatheesan Selvarajah",positive
"Nice experience, good location. Good service in the staff. Specially in the restaurant. Nice food and good variety. We all enjoyed in nicely. We would like to recommend this nice hotel to indian people and others.",positive
"Warm welcome ,amazing foods, excellent service and quite location to spend your holiday. I traveled with my wife for our honeymoon and we go a honeymoon offer plus some other extra benefits specially for the honeymooners. Highly recommend for the tasty foods, specially for sea food lovers.",positive
"We really enjoyed our stay. Thushara and his staff looked after us wonderfully, all very friendly and always with a smile. Magnificent hotel, beautiful views of the Indian ocean and an extraordinary array of lovely food. We were touched by the flowers beautifully laid on our bed and in the bathroom - thank you Housekeeping department. Would recommend staying here and my partner and I would definitely be back to experience Heritance hospitality.",positive
Had a fabulous time! Great food and friendly staff. Big pools and quite a few activities and a fantastic view of the beach. Good holiday spot. Especially recommend for families and groups of friends. Room is spacious and comfortable. Wide variety of food available at the restaurant.,positive
Stayed two days at heritance Ahungalla with my family. It was a memorable stay and specially service we got from the Heritance staff was beyond our expectation and we were delighted during our stay. Especially I must mention Mr. Tushara’s name who worked as a restaurant and bar manager is an asset to this wonderful hotel. The way he handle guests definitely would bring repeat visits to Heritance Ahungalla. All and all it was a wonderful stay and will definitely return to this beautiful hotel next year as well.,positive
"We were visited Heritance ahungalla and had a lovely holiday with wonderful food and service,staff is so friendly and helpful. Specially in the restaurant staff was so kind. Hotel has nice beach and fantastic beach front. We would like to visit again this superb place again and like to recommend our friends.",positive
the whole family enjoyed the two week stay we had at this lovely hotel. staff were great nothing was too much trouble for them and they wanted to please. will return...thank you to all and the management,neutral
From the moment we stepped in this hotel we were taken care of by exceptionally courteous staff. The place is beautiful and luxurious. It is literally on the beach and my son had fun making sand castles. Loved the breakfast spread as well... Our stay was very memorable.,positive
The hotel is very good.all the staff's are friendly and helpful and restaurant food are fantastic😊 thank you so much to the lifeguard who prepare our sunbed every morning and thank you to mr andrasiriti who work in the bar first floor bar.the staff in the restaurant are very good also. We are definitely coming back to your hotel. Our room is fantastic specifically the views from our balcony to the beach we love it so much. Also housekeeping are doing a good job well done matchang and nanggi😆😆👍👍👍👍👌👌👌👌👌 we really enjoy our holiday.,positive
Currently staying at Heritance Ahungalla enjoing the pools with magnificient sea view. Great place to enjoy Sri Lankan food. Staff is friendly always willing to help. Definitely recommend to anyone visiting southern Sri Lanka.,positive
We visited heritance ahungalla with our friends. We all enjoyed the food. Good spread. Even we had special special dinner in the beach. That was superb. Specially we have to mention what they given us fantastic service. Specially named called praveen. He is very good. They nice clean beach. We will be back again with our families.,positive
"A very spacious and beautiful hotel where the staff is absolutely amazing. They go out of their way to make you feel comfortable and welcome. The hotel is very organised and I was highly taken up with the line up of kids entertainment. Makes the parents job so much easy! My kids simply loved the attention they received, would definitely recommend to anyone!",positive
Very beutiful and nice hospility thanks my room no is 223 room is vary comfertabal and fine hotel staff is vary friendly food and services are exellent. We will definitly come back with our families. Thank you fir eveything. C k,positive
Rooms are excellent. The staff and the service is really good. They are very helpful and friendly. This the first time we came here. But definitely we will back. Thank you heritance ahungalla. I am from India,positive
"Heritance Ahungalla nice and beautiful place, where i visited with my family with lovely welcome from Front office - Restaurant - House Keeping,... Great environment and the hospitality been highly expectations... Quality of the place is tremendous,variety Food was excellent ..... Rooms are pleasing .... Restaurant staff and kitchen and amazing ......Very big thank you to Piumi who came out of way to help us,few name i have to mention Chef Thilkarathna,thushara,shyamalee and the room boy indrajith ones again thank you for all keep it up the good work, I very much recommend it to anyone",positive
This hotel is a really good hotel. And the staff is really kind and helpful. The view is really beautiful and amazing. The beach is really amazing and the restaurant service is really impressed. I would love all you readers to visit this amazing and wonderful hotel!!,positive
"i had the great time food was great, enjoy ever sec. except the pool stuff ever one else loved the they kind respective. i had great time in the game room. the room i got was amazing next the close up pool and view of the beach and walking in the beach was great beautiful beach. only thing is you can swim in the beach. i recommend to visit the hotel on weekend you like a buzz hotel or week days for quite place.",positive
It is been a great experience at Heritance. I have been to many places however nothing has been this amazing. The staff has been friendly and the place is very clean. The food is great too and very impressive . I would refer this to my family and friends,positive
"This is the first time I have been to Heritance and we are having an amazing time. The staff has been wonderful, very attentative and friendly. We are also very impressed with the meals. I would recommend this place to my friends in Canada and hoping to come back again.",positive
"We visited historical , Ahungalla heritance hotel with our family members in the month of August and we were immediately embarrassed by the warm welcome and thospitality that SriLanka always known for. The hotel equipped with two large swimming pools including the (green pool) , beautiful garden which connects to the beach in front of the Hotel. Delicious as well as the variety of the food , ambiguous of the resturents, hotel premises and the most friendliest staff made us falling love with the place and one of the most enjoyable trips for us. However, to mention I would suggest that the property needs a bit of a renevation due the old look , and the cleanliness of the rooms and the bathrooms in peticular. Nevertheless I still recommend this wonderful property for couples and families and even for individuals who like to relax and unwind and experience the beautiful warm SriLankan hospitality.",positive
"The staff was very friendly, welcoming and very helpful. We really loved our room that opened up to the swimming pool and enjoyed our stay here at the hotel a lot. We stayed at a few hotels this holiday and our best highlight of the Ahungalle Heritance was the pool and great hospitality of the staff. We enjoyed our morning walk on the beach followed by breakfast which had a great spread!",positive
"Recently we had a enjoyable family holiday at this sea side holiday resort. The hospitality we received from the time of arrival until the departure was excellent. A special mention must be made about the staff at the main restaurant who provided a stellar service despite the week-end crowds. The food was really good and there was a wide spread of international cuisine ranging from Indian, Chinese and Western to Sri Lankan food catering to visitors from all over the world. The housekeeping staff also provided a very good service by keeping our rooms clean and providing new linen on a daily basis. We will surely go there again.",positive
"This is my second visit in the last three months to this hotel. And my family always loved the hospitality given by the staff.. And the food is always wonderful in this place.. And it gives a very peaceful feeling when ever we visit this place. And I would like to thank Refan, Indika, sampath and the lovely staff for making our holiday a memorable one.. Kaushalya weeraratne and family",positive
"This is by far my most favorite hotel in Sri Lanka... It's luxury and comfort with the welcoming and relaxing feeling of being right at home.. The staff are extremely friendly and accommodating and went out of there way to tend to our every need.. Exceptional service which I have never experienced anywhere.. The food was fantastic.. The rooms were beautifully decorated, very comfortable and well thought of with all the amenities you would need.. They even helped us make baby food for my little niece.. And the views were simply breathtaking.. I can't wait to go back again to this amazing place with warm smiles, amazing food, beautiful architecture and most importantly the relaxed, peaceful and calm surroundings.. Absolutely loved it!!!",positive
Heritance was a lovely resort me and my family really enjoyed it...the pool was the main point that stood out the most....there was a wide range of food that we were able to choose from....they were also very nice....I very much recommend it to anyone,positive
A nice and beautiful place for a time with family and friends... Great environment and the hospitality has exceeded expectations... Quality of the place is excellent...variety of western and Sri Lankan food were there allowing everyone to have the taste of the country as well as eat something that is familiar.. Keep up the good work and continue the services !!,positive
"A great place to relax and enjoy the beauty of the country... A place for family and couples to enjoy the serene and beautiful environment... Services are great with best treatment and care given by the staff,especially by Mr Thushara... Keep up the good work",positive
Would expect more varieties in food menu. Pool was good..kids enjoyed it..kids club has less activities..would prefer for more..good for one night stay or for a day outing..quick check in and checkouts..room was ready in a short time..can recommend others..,neutral
"Brilliant food,lovely and relaxed atmosphere, room was a bit below expectations with an noisy AC :( but will definitely visit again! And will recommend for any traveler! And for being just 2hours away from colombo really convenient for an weekend getaway!",positive
Came in for the weekend. Had a memorable time. The beach stretch is well maintained and lovely for both morning and evening walks. The hotel offered buffet meals throughout during our stay and the spread and quality was to our expectations. Overall an enjoyable stay. Would come definitely.,positive
Very nice hotel.breathtaking views and really good service.Amazing beach and two very nice pools.and you never have to worry about getting bored because they have everything from movies to cycling.All in all heritance ahungalla ensures a wonderful and relaxing vacation.I give a 👍,positive
Two days spent @ heritance ahungalla was fabulous. Special thanks to THUSHARA for the personalized service. THUSHARA is indeed an asset to the hotel. The food was delicious. Looking forward to our next visit very soon. Amila Ranasinghe & family😄😄😄,positive
"Booked over the phone for 3 nights which was ok enough. Nice enough hotel with a decent location though the beach was not as nice as you'd get in the east coast or even some Other parts of west coast of Sri Lanka. Most of our time was spent in the 2 pools as were the others from what it seemed as the sea was too rough during our stay. Food was ok, mainly buffet type of food with a decent variety though the fruit selection seems to be the same everyday (melon, papaya, pineapple & guava) Rooms and the hotel was a little dated to be honest and not worthy of 5 or even 4 star, especially compared to some of the other hotels we've stayed during this trip to SL. I do admit though that I have high expectations usually and wouldn't mind paying for it but this hotel was rather less expensive compared to the others and kind of explains why you get dated room & decor (get what you pay for right??) One things I should mention however was the price of food and drinks. It is an absolute rip off when looking at the cost of drinks. All the menu prices are expensive enough , but they add a mandatory service charge of 10% and government VAT 12.5% on top of the final bill which make you pay about 800 LKR (about £4) for a bottle of Corona. Note that local beverages are not cheaper either. A small bottle of water is about 225 LKR which is little too expensive compared to other Sri Lankan luxury hotels. The location itself is not close to Galle so not much to do outside of the hotel. We did do a boat trip on Madu river (about 10 miles out) which was as well worth it but I'd suggest you don't book through the hotel and go directly to the Balapitiya bride where you can see many tour operators and get a boat for a ride. Takes about 90 mins and cost us 2000 LKR (£10) which was well worth it. There also is a turtle hatchery that you can visit which is nice. I probably wouldn't come back to this hotel to be honest as I wasn't overly impressed but could be a decent location for the average, budget conscious traveller looking for a bargain, as long as the price remain cheap.",neutral
"Had the most wonderfu holiday. Good food, great staff and service. Food is excellent. Staff is amazing. This is our 10th visit. This is our favourite place. Every time when we have a free time we love to come here.",positive
"The most beautiful hotel with the friendliest staff. Rooms have a magnificent sea view,the food was also very good and they had different varieties! We are honeymooners and we couldn't ask for a more perfect honeymoon! Viva heritance Ahungalla!",positive
"Delicious food , friendly staff ☺️☺️☺️☺️. One of best hotel in down south area... We really enjoyed the two beautiful swimming pools. The food was delicious and we enjoyed a lot. The hotel has many activities specially for kids there is a kiddies club. We will definitely be at this hotel on our next vacation too. ⭐️⭐️⭐️⭐️⭐️ Dinusha Rebeira Melbourne VIC",positive
The food in the restaurant was excellent and the service was superb.cleanliness is beyond commentry.The rooms have a great view from the balcony.The bathrooms are well maintained.The staff is friendly and adequet.You get a homely feeling as you enter the hotel.Finally this is a great place for relaxation.,positive
This one of the best hotels I have ever visited in down south area. The green pool was so great and the tree near the pool gives a very big shade and it makes it so beautiful and the sea breeze is so nice. The food here is very delicious. The staff is very friendly I loved it here so much because of the staff. I will definitely visit this hotel again you should too.,positive
We had a great time with the kids on our holiday. excellent food... Got specials made by the chef.. service was one of the best!! Thushara gave us a good service as well!! Kids were right through in the pool... they loved the 2nd pool.. as more privacy,positive
The location is very beautiful. Extremely friendly staff at the restaurant. Spacious room. Calm and quait. The pool is very clean. Will deffinatly visit again. We would like to recommend this hotel to specially for people who looking for a relaxing . Ones again we have to mention the staff at the restaurant are very friendly.,positive
As i entered to this hotel i loved it at that instance because it is so beautiful. The food was delicious and i loved the green pool alot. The main pool is closebto the beach i loved that too.I really enjoyed and relax during my stay in this hotel. Also the band played good music. As well as hospitalityin this hotel is the best.,positive
We have just come back from a very nice stay at heritance ahungalla..!!The hotel is great & staff very friendly & helpful. We had all inclusive here which probably was a really good idea as there are not many restaurants around the hotel. The buffet restaurant was absolutely yummy ! We ate Sri Lanka food the entire time. It was really good & so much choice. We love curry so much which Tusara served us..really went for it .me and ma wife had conversations with him every night..he was from heritance kandaalamaa he said us and show photo of it to us...I loved all the veggie options & my partner the meat. We tried so many different dishee ! Breakfast was great too..thank you Gamini especially the egg hoppers & dosas. The beach is stunning & still However we found a very good jewellers called Gemtruste..our room was 203...& left hotel on 27-Aug-2015..Greetings from Kevin ..!!!!! hope to come again..!!,positive
This is an amazing hotel in a fabulous beachside location. The room was excellent and the benefit of two pools meant one could decide which to be in depending on how busy the other was. Food was very very good with action stations at every meal and it was obvious the management aimed to go a step further with the food. Staff were very friendly courteous and again went beyond their call of duty to provide a first class service.having visited many beach hotels and we were asked to select one....it would be Heritance Ahungalla!,positive
"Set on the beach Ahungalle, from the moment you set foot in the hotel - and are offered traditional fruit drinks and tea, you can tell this is a special place. I especially loved the swimming pool with crystal clear water and the kids area with children to play, the friendly staff who always helpful, the food served in the buffet was outstanding with a wide choice of good quality food for all types of guests. I will be visiting again to enjoy the hospitality.",positive
"Great hotel, with extremely friendly staff. This is unlike any other big block hotels.it is designed to make you feel the ocean. It has a great pool especially great for families with kids, and make you spend more time between the sea and the pool. Third floor suites had great views. Hotel service staff went the extra mile to make our vacation great.",positive
"I'm just coming to the end of another few days at this wonderful hotel. I'm staying here with my wife and 8 year old daughter and we've had an amazing time. Whether you want to stay for several days or are touring Sri Lanka I can't recommend this hotel enough. Classic architecture, two large pools and great food. Our thanks to all the staff who are always full of smiles and very helpful, but especially to Kumara and his team who looked after us so well.",positive
"We really enjoyed the place. Mostly such places Are too crowded, but This one was very quiet and relaxing. Especially The service ans the Management trainee Thusara was very nice ans always supportive. I Can fully recommend This place!",positive
An awesome place to spend in a relaxed and harmony environment.. Different varieties of food gives an enthusiasm to expand the stay more and more .. Room are 1st class .. The location of the Swimming pool is superb moreover we are in aware how much time we spent on since it's fantastic. Simply the best place to be,positive
"We had a nice experience with our family. Lovely staff and great hospitality. In buffet so much varieties.yummy food with good desserts, supperb rooms with sea view. Kidds loved the swimming pool which was closer to the sea. hoping to visit and recommend for everyone.",positive
"i went with a friend of mine and we were given a luxurious room to stay in. the room was amazing with its own unique intimacy and felt like coming home. the food was delicious and we loved the varieties the hotel offered. it also has a lovely beach and two swimming pools. we loved the pool as well as our late night walk on the beach. highly recommend everyone to come here if you're planning your trip downsouth Sri Lanka, super friendly staff who is 24/7 available to cater to your needs. wonderful holiday well spent with amazing people. Thankyou heritance ahungalla for the lovely experience :)",positive
"Excellent hotel with friendly people. Staff is amazing. Food is really good. Pools are very big and clean. Beach is beautiful. My kids are enjoying with the kids buffet. Thank you heritable. We will come back.u ,",positive
thanks heritance for helping to celebrate are 14th annivesery meaningfully this is very good hotel to spend are day with the nature.and there is such friendly staff except Mr.Gamini and Mr.Thushsra and we enjoy are time succesfully because of there help,positive
Evrythng is perfect and rooms r awesome plus da pools were pretty gud and great service from da ppl thank u heritance ahungalla. Enjoyed da breeze of da sea. Food ws pretty gud too. Entrance ws pretty surprising too. All da kids enjoyed and we weren't ready to leave it tht soon,positive
"We went quite some time ago. The resort was nice, staff was very friendly. The rooms were okay. The breakfast was good except for the tea and coffee. We tried the dinner buffet one night and that was not nice at all but we complained and got compensated. The pool areas were okay, lots of kids. Massages were decent. Luckily we had a car and driver so went around the area to Hikkaduwa etc to eat otherwise eating options at the resort were very limited",neutral
It was a great stay and beautiful hotel. Friendly staff and great service. Relax and peaceful environment. We enjoyed our stay very much. Rooms are clean and well maintained. Verities of food and nice restaurant.,positive
"Best pool ever, high quality room, staff is really helpful and friendly they provide quality service to all guests. Food is tasty but variety is less. Liquor is little expensive but comparatively ok with the hotel standards. Room is huge with all the facilities specifically the bathroom is spacious and clean",positive
Excellent hotel to relax and enjoy. Rooms are clean. Staff is helpful and friendly. Specially the front area. Beach is clean and beautiful. Every day different entertainment. We would love to come back again. 😊😊😊😊😊😊😊😊😊😊😊😊😊😊,positive
"Our 10th visit to Heritance Ahungalla.this is our favourite place in Sri Lanka.feel like home. My kids enjoyed a lot. Rooms,food and swimming pools are amazing. Staff is excellent and helpful. Definitely we will come back.😄😄😄😄😄😄😄😄😄😄",positive
"Had very nice views, Got the best service from staff. Should mention that we experienced the best pool in SL & delicious meals, comfortable sleeps & comfy sanitation.... this is one of the best places where I would visit again in future...",positive
"OMG....if, you are planning on losing weight avoid this hotel at any cost ;) The food here is an absolute treat to any palate! The prices are quite reasonable for a hotel of this calibre. # ALL staff members are: friendly, pleasant and very helpful. # The rooms are spacious, cozy and neat. # bathroom is very clean & smells quite heavenly with a soothing cinnamon fragrance. # try the spa....worth it, especially moms; feels energised n relaxed ! # library : take your own book into that comfy shelter, nothing much to read there (in English) # there are two pools. The one as you enter is the noisier n lively pool. The other, is for the more relaxing types....or...that's what it looked like? :( no changing rooms; that's a bit messy if you visit the beach. # all restaurants are good. Very obliging staff. # try the cocktails they suggest -i cannot remember the names, but was delicious! Thank & bless all at heritace ahungalle especially the GM, Mr. Refhan for making our holiday a memorable one :) best regards, Smith family..xx Ps: Try the ice cream sandwich - yum!",positive
"Awesome holiday and a super amazing hotel (one of the best hotels in Sri Lanka) Staff is extremely friendly and helpful especially Mr. K K, Anushka and Ranisha. Felt like home away from home. Will definitely coming back. Keep it up Heritance Ahungalla!",positive
"Wow!!!!! This is the perfect place to stay for your holiday... The food was mouthwatering and well presented... The amazing Staff...They are very friendly and always with a smile especially Mr. KK, Raneesha, Shanika and Anushka.... We will definitely visit Heritance Ahungalla Again and recommend for my family & friends...",positive
The most wonderful experience i've ever had...i enjoyed the pool very much ...its a very big pool and my room was very clean and it had all the fascilities i need....my child enjoyed a lot too because every day there was some kids activity to do... Best hotel ever... I recomend this hotel to everyone.,positive
"Very nice hotel. What stood out for me is the attitude of the staff. All were friendly and service was prompt. The hotel has a beautiful beach and pool. Entertainment was available for kids too, So parents manage to get some me time. The only downside was the food. It could have been better...but the look and feel of the hotel combined with friendly staff made up for it.",positive
