text,sentiment,cleaned_text,char_count,word_count,avg_word_length,sentiment_score,vader_compound,vader_pos,vader_neg,vader_neu,textblob_polarity,textblob_subjectivity
Rooms above the main front pool has better views of the sea,neutral,room above the main front pool ha better view of the sea,59,12,4.0,0,0.4404,0.209,0.0,0.791,0.2222222222222222,0.3111111111111111
"Just got back from the Heritance and had a marvellous time there.It is beautifully designed,with two infinity pools leading your eye out to the sea.Our room had a great sea view and was very well furnished.Beds were comfy and the bathroom was great-I want a wet room like theirs!!!Premiership matches on the box and two english speaking movie channels. The food was very good and i found myself eating curry three times a day!!i also brought a hopper pan back with me to have egg-hoppers for beakfast.However we were a little disappointed with the fine dining restaurant.The prices are the same as back home, and they had very pretty food on the plate, but it needs Gordon Ramsey to go in and make it less fussy and more tasty.With such good seafood(the tuna is the best!) i would have liked to have seen a japanese restaurant or something similar.The 'mustard' coffe shop was more to our liking-less pretentious and good food,and of course you can always find something nice in the buffet restaurant. Service is very good,if a little too much! Sri Lanka is a paradise for wildlife and the hotel has in it's grounds; egrets,bee-eaters,squirrels,a small monitor lizard,gecko's and on an evening a large bat which we named 'Nora' (Batty!) which swooped around the pool bar while we were sipping pre dinner Martini's! We went on a river cruise through the mangroves which was excellent and a trip to Sinharaja Rainforest ,which is a must for bird watchers.Our driver Erish was the best.He took us around the village he grew up in and to meet some of his family,and releasing baby turtles into the sea at Kosgoda was very satisfying. Don't let tales of war in the north put you off going,you are not affected in the least.Soldiers with guns are at a lot of check points near Colombo,but there are thousands of Tamils and Sinhalese living in perfect harmony,it is lot more safe than Northern Ireland ever was.Just keep away from the north and north east to be on the safe side. They have recovered physically very well from the Tsunami,but anyone you talk to has lost loved ones(60,000 people)There won't be another one for hundreds of years,so don't let that put you off either! The Hotel is excellent and Sri Lanka is a lush,wildlife filled paradise,with sun and picture postcard beaches.It reminded me of a cross between Thailand(with Buddhist temples all over) and the nicer parts of south goa,give it a try.We'll definitely go back.",neutral,just got back from the heritance and had a marvellous time thereit is beautifully designedwith two infinity pool leading your eye out to the seaour room had a great sea view and wa very well furnishedbeds were comfy and the bathroom wa greati want a wet room like theirspremiership match on the box and two english speaking movie channel the food wa very good and i found myself eating curry three time a dayi also brought a hopper pan back with me to have egghoppers for beakfasthowever we were a little disappointed with the fine dining restaurantthe price are the same a back home and they had very pretty food on the plate but it need gordon ramsey to go in and make it less fussy and more tastywith such good seafoodthe tuna is the best i would have liked to have seen a japanese restaurant or something similarthe mustard coffe shop wa more to our likingless pretentious and good foodand of course you can always find something nice in the buffet restaurant service is very goodif a little too much sri lanka is a paradise for wildlife and the hotel ha in it ground egretsbeeeaterssquirrelsa small monitor lizardgeckos and on an evening a large bat which we named nora batty which swooped around the pool bar while we were sipping pre dinner martini we went on a river cruise through the mangrove which wa excellent and a trip to sinharaja rainforest which is a must for bird watchersour driver erish wa the besthe took u around the village he grew up in and to meet some of his familyand releasing baby turtle into the sea at kosgoda wa very satisfying dont let tale of war in the north put you off goingyou are not affected in the leastsoldiers with gun are at a lot of check point near colombobut there are thousand of tamil and sinhalese living in perfect harmonyit is lot more safe than northern ireland ever wasjust keep away from the north and north east to be on the safe side they have recovered physically very well from the tsunamibut anyone you talk to ha lost loved one peoplethere wont be another one for hundred of yearsso dont let that put you off either the hotel is excellent and sri lanka is a lushwildlife filled paradisewith sun and picture postcard beachesit reminded me of a cross between thailandwith buddhist temple all over and the nicer part of south goagive it a trywell definitely go back,2432,418,4.820574162679426,5,0.9977,0.181,0.021,0.798,0.31790282392026575,0.4976799557032115
"In this hotel i like the person plays the flute,top of the boat..at night it is just relaxing...food excellent staff excellent,room,atmosphere...some times its bit crowded though its a good getaway from Colombo to spend your long weekend may be with your girl friend..worth it..",positive,in this hotel i like the person play the flutetop of the boatat night it is just relaxingfood excellent staff excellentroomatmospheresome time it bit crowded though it a good getaway from colombo to spend your long weekend may be with your girl friendworth it,278,44,5.340909090909091,2,0.8779,0.217,0.0,0.783,0.5499999999999999,0.6666666666666666
Not a 5 star in any category,negative,not a star in any category,28,7,3.142857142857143,0,0.0,0.0,0.0,1.0,0.0,0.0
Amazing in every aspect!,positive,amazing in every aspect,24,4,5.25,1,0.6239,0.577,0.0,0.423,0.7500000000000001,0.9
Not as good as expected!,negative,not a good a expected,24,5,4.0,1,-0.4015,0.0,0.403,0.597,0.2875,0.5
"Stayed in the hotel during my vacation to Sri Lanka on July. I stayed Cinnamon grand, Kandalama before Heritance Ahungalla. I don't know what make this hotel 5 star. I ordered 3 triple rooms but when I got to room they are double rooms. When asked they said they put another bed to make it triple. checked in at 4:30PM but didn't get third bed until 12:30AM. 12:30 AM !!!!. Every time I called they said they have asked housekeeping for the extra bed. Finally got third beds from drivers quarters. Very nasty bed with 2 inch mattress. Food is average not best. I've seen better verity in average buffets. Try a different hotel before considering this.",neutral,stayed in the hotel during my vacation to sri lanka on july i stayed cinnamon grand kandalama before heritance ahungalla i dont know what make this hotel star i ordered triple room but when i got to room they are double room when asked they said they put another bed to make it triple checked in at pm but didnt get third bed until am am every time i called they said they have asked housekeeping for the extra bed finally got third bed from driver quarter very nasty bed with inch mattress food is average not best ive seen better verity in average buffet try a different hotel before considering this,651,117,4.572649572649572,1,-0.8025,0.045,0.085,0.87,-0.06666666666666667,0.44166666666666665
Very average stay,negative,very average stay,17,3,5.0,0,0.0,0.0,0.0,1.0,-0.195,0.52
As the heading the meals were above five star and the variety was excellent. We reserved a Suite thinking that there will be a DVD Player which is very comman nowadays. But it was not available. Suites were samll compared with suites in most of the other five or four star hotels in Srilanka. Our overall experience was quite pleasant as the staff was very friendly.,neutral,a the heading the meal were above five star and the variety wa excellent we reserved a suite thinking that there will be a dvd player which is very comman nowadays but it wa not available suite were samll compared with suite in most of the other five or four star hotel in srilanka our overall experience wa quite pleasant a the staff wa very friendly,366,66,4.5606060606060606,2,0.9182,0.16,0.0,0.84,0.2884259259259259,0.47685185185185186
The hotel is very old and is very pathetic the bathroom really sucks the building is very old and needs high upgradation it's not a five star property at all that is Baba Adam ke Jamane ki hotel like Dharamshala the bathroom walls are without pain and that are insect and animal creatures in your room including Chameleon and dogs in balcony very cheap hotel never visit again and waste of time and money you will spoil your tour by visiting this hotel,negative,the hotel is very old and is very pathetic the bathroom really suck the building is very old and need high upgradation it not a five star property at all that is baba adam ke jamane ki hotel like dharamshala the bathroom wall are without pain and that are insect and animal creature in your room including chameleon and dog in balcony very cheap hotel never visit again and waste of time and money you will spoil your tour by visiting this hotel,452,83,4.457831325301205,-1,-0.658,0.056,0.103,0.841,-0.08,0.4671428571428571
"The lunch buffet is not great, not much of a selection. Washroom is tiny and very uncomfortable to have a shower. Two beds are put together. Room 131 or any other corner room is not a good room. So try your best to avoid that room because it will ruin your stay.",negative,the lunch buffet is not great not much of a selection washroom is tiny and very uncomfortable to have a shower two bed are put together room or any other corner room is not a good room so try your best to avoid that room because it will ruin your stay,262,52,4.0576923076923075,3,-0.8454,0.069,0.224,0.707,-0.08928571428571429,0.5321428571428571
Excellent Service with friendly staff....,positive,excellent service with friendly staff,41,5,7.4,2,0.7845,0.697,0.0,0.303,0.6875,0.75
"Booked over the phone for 3 nights which was ok enough. Nice enough hotel with a decent location though the beach was not as nice as you'd get in the east coast or even some Other parts of west coast of Sri Lanka. Most of our time was spent in the 2 pools as were the others from what it seemed as the sea was too rough during our stay. Food was ok, mainly buffet type of food with a decent variety though the fruit selection seems to be the same everyday (melon, papaya, pineapple & guava) Rooms and the hotel was a little dated to be honest and not worthy of 5 or even 4 star, especially compared to some of the other hotels we've stayed during this trip to SL. I do admit though that I have high expectations usually and wouldn't mind paying for it but this hotel was rather less expensive compared to the others and kind of explains why you get dated room & decor (get what you pay for right??) One things I should mention however was the price of food and drinks. It is an absolute rip off when looking at the cost of drinks. All the menu prices are expensive enough , but they add a mandatory service charge of 10% and government VAT 12.5% on top of the final bill which make you pay about 800 LKR (about £4) for a bottle of Corona. Note that local beverages are not cheaper either. A small bottle of water is about 225 LKR which is little too expensive compared to other Sri Lankan luxury hotels. The location itself is not close to Galle so not much to do outside of the hotel. We did do a boat trip on Madu river (about 10 miles out) which was as well worth it but I'd suggest you don't book through the hotel and go directly to the Balapitiya bride where you can see many tour operators and get a boat for a ride. Takes about 90 mins and cost us 2000 LKR (£10) which was well worth it. There also is a turtle hatchery that you can visit which is nice. I probably wouldn't come back to this hotel to be honest as I wasn't overly impressed but could be a decent location for the average, budget conscious traveller looking for a bargain, as long as the price remain cheap.",neutral,booked over the phone for night which wa ok enough nice enough hotel with a decent location though the beach wa not a nice a youd get in the east coast or even some other part of west coast of sri lanka most of our time wa spent in the pool a were the others from what it seemed a the sea wa too rough during our stay food wa ok mainly buffet type of food with a decent variety though the fruit selection seems to be the same everyday melon papaya pineapple guava room and the hotel wa a little dated to be honest and not worthy of or even star especially compared to some of the other hotel weve stayed during this trip to sl i do admit though that i have high expectation usually and wouldnt mind paying for it but this hotel wa rather less expensive compared to the others and kind of explains why you get dated room decor get what you pay for right one thing i should mention however wa the price of food and drink it is an absolute rip off when looking at the cost of drink all the menu price are expensive enough but they add a mandatory service charge of and government vat on top of the final bill which make you pay about lkr about for a bottle of corona note that local beverage are not cheaper either a small bottle of water is about lkr which is little too expensive compared to other sri lankan luxury hotel the location itself is not close to galle so not much to do outside of the hotel we did do a boat trip on madu river about mile out which wa a well worth it but id suggest you dont book through the hotel and go directly to the balapitiya bride where you can see many tour operator and get a boat for a ride take about min and cost u lkr which wa well worth it there also is a turtle hatchery that you can visit which is nice i probably wouldnt come back to this hotel to be honest a i wasnt overly impressed but could be a decent location for the average budget conscious traveller looking for a bargain a long a the price remain cheap,2080,405,4.1382716049382715,0,0.9559,0.071,0.023,0.905,0.11858095238095238,0.5365142857142856
"Property : Beautiful architecture, bright outdoor spaces and two amazing swimming pools and a useless beach. Rooms: Needs an upgrade to the really bad lighting system. Rooms are very dark and not at all child friendly. Beds are comfy n pillows are great. Room cleanliness is not all satisfied. Cigarette hash underneath the bed looks as if it had not been cleaned for ages. Food: The Salads are not at all up to the standard. Soup was a good start. Main course buffet was a bit messed up. Potatoes burnt while the cuttle fish left raw n the crabs too sweet n also uncooked for dinner. Lunch was way better. The positive point is that the staff after informing made us an ala carte dish of crabs and prawns and it was amazing. Desert was spot on delicious. Variety was also another plus point. Staff: The happy smiling faces and welcoming gestures by the overall staff make you want to come back again to this property. Thanks to Mr Thushara the Food manager and the head Chef and also all the other staff for making our stay a pleasant one. We look forward to coming back to heritance Ahungalla with a better expectation. Imran Hinghora",neutral,property beautiful architecture bright outdoor space and two amazing swimming pool and a useless beach room need an upgrade to the really bad lighting system room are very dark and not at all child friendly bed are comfy n pillow are great room cleanliness is not all satisfied cigarette hash underneath the bed look a if it had not been cleaned for age food the salad are not at all up to the standard soup wa a good start main course buffet wa a bit messed up potato burnt while the cuttle fish left raw n the crab too sweet n also uncooked for dinner lunch wa way better the positive point is that the staff after informing made u an ala carte dish of crab and prawn and it wa amazing desert wa spot on delicious variety wa also another plus point staff the happy smiling face and welcoming gesture by the overall staff make you want to come back again to this property thanks to mr thushara the food manager and the head chef and also all the other staff for making our stay a pleasant one we look forward to coming back to heritance ahungalla with a better expectation imran hinghora,1136,205,4.546341463414634,5,0.993,0.229,0.045,0.726,0.2768394105894106,0.5167378454878454
"The hotel was right on the beach, gated and setback from the main street.with numerous restaurants to choose from. We found the coffee shop lobster more superior to the fine dining restaurant experience. Great buffet breakfast-try the hoppers. The gym was the only disappointment with 2 walking machines and one permanently broken. Pools were great but ocean too wild to swim due to monsoon rains that came and went. The spa was average-reasonable prices but service disappointing. We went to the turtle farm nearby and other day trips are possible. If this is your last night I would suggest going further towards Colombo and staying at Mt Lavinia Hotel which is closer to the airport.",neutral,the hotel wa right on the beach gated and setback from the main streetwith numerous restaurant to choose from we found the coffee shop lobster more superior to the fine dining restaurant experience great buffet breakfasttry the hopper the gym wa the only disappointment with walking machine and one permanently broken pool were great but ocean too wild to swim due to monsoon rain that came and went the spa wa averagereasonable price but service disappointing we went to the turtle farm nearby and other day trip are possible if this is your last night i would suggest going further towards colombo and staying at mt lavinia hotel which is closer to the airport,686,115,4.973913043478261,-1,-0.154,0.071,0.068,0.861,0.10661375661375658,0.5547619047619048
"It is a good beach front property but it needs renovation rooms are quite old furniture is old and there is a particular wet Smell from the rooms that comes all the time,though plus points are that staff is courteous and is always ready to help food is good with a huge spread and very nice swimming pools with a jacuzzi as well.overall a very ok experience for the price paid.",neutral,it is a good beach front property but it need renovation room are quite old furniture is old and there is a particular wet smell from the room that come all the timethough plus point are that staff is courteous and is always ready to help food is good with a huge spread and very nice swimming pool with a jacuzzi a welloverall a very ok experience for the price paid,377,71,4.323943661971831,1,0.9806,0.303,0.0,0.697,0.3906060606060606,0.5803030303030303
Service was beyond excellent,negative,service wa beyond excellent,28,4,6.25,1,0.5719,0.552,0.0,0.448,1.0,1.0
"We stayed at 2 other Heritance hotels which were fantastic, so we were bitterly disappointed by the Ahungalla. Service was consistently terrible, filthy mattresses on the sun loungers (they looked like something that belonged in a sri lankan prison), no soap in the toilets, dinning room so dark another guest actually bought a torch to see their food.",negative,we stayed at other heritance hotel which were fantastic so we were bitterly disappointed by the ahungalla service wa consistently terrible filthy mattress on the sun lounger they looked like something that belonged in a sri lankan prison no soap in the toilet dinning room so dark another guest actually bought a torch to see their food,352,58,5.086206896551724,0,-0.8344,0.085,0.208,0.708,-0.3464285714285715,0.6464285714285715
A pleasure place to stay,positive,a pleasure place to stay,24,5,4.0,0,0.5719,0.481,0.0,0.519,0.0,0.0
Not the best,negative,not the best,12,3,3.3333333333333335,1,-0.5216,0.0,0.627,0.373,1.0,0.3
His is hotel is very big and beautiful the pool is very great and the beach is very beautiful.... love the rooms andbthe facilities it has also rhe food here is very tasty ...excellent job by the kitchen..... also the staff and the service here is superb definitly will visit this hotel again,positive,his is hotel is very big and beautiful the pool is very great and the beach is very beautiful love the room andbthe facility it ha also rhe food here is very tasty excellent job by the kitchen also the staff and the service here is superb definitly will visit this hotel again,292,53,4.528301886792453,4,0.9805,0.35,0.0,0.65,0.6500000000000001,0.715
"""Excellent Service""Made us feel like at home...",positive,excellent servicemade u feel like at home,47,7,5.857142857142857,1,0.7351,0.554,0.0,0.446,1.0,1.0
"Short, Relaxing Holiday",neutral,short relaxing holiday,23,3,7.0,0,0.7096,0.855,0.0,0.145,0.0,0.3
"Swimming pool not very clean, but good location. Food not really good but rooms are ok.",neutral,swimming pool not very clean but good location food not really good but room are ok,87,16,4.5,2,0.0191,0.189,0.231,0.58,0.17724358974358975,0.5596153846153846
"Driving up to the hotel it looks wonderful, and it is. Great welcome, and always friendly staff. Two pools, set over a large area, lots of space to seat out. Set over 3 floors, long corridors.Gym, and spa (expensive). 3 restaurants, very good veg curry, best we had all holiday.Balcony to all rooms. Rooms could do with a little more lighting, very dark if you want to read or do work. The Large restaurant that is used for breakfast, is all enclosed, some times gets very noisy and stuffy. Breakfast food very good. Can be hassled by local sellers on the beach but they will move on once you say NO. would stay here again.",positive,driving up to the hotel it look wonderful and it is great welcome and always friendly staff two pool set over a large area lot of space to seat out set over floor long corridorsgym and spa expensive restaurant very good veg curry best we had all holidaybalcony to all room room could do with a little more lighting very dark if you want to read or do work the large restaurant that is used for breakfast is all enclosed some time get very noisy and stuffy breakfast food very good can be hassled by local seller on the beach but they will move on once you say no would stay here again,623,115,4.426086956521739,4,0.909,0.136,0.012,0.852,0.3744419642857143,0.5491964285714286
Can not fault,neutral,can not fault,13,3,3.6666666666666665,0,0.3089,0.53,0.0,0.47,0.0,0.0
"Das Hotel ist schon sehr in die Jahre gekommen. Ich weiß nicht, warum das hier keiner bisher geschrieben hat. Die Fotos, die das Hotel eingestellt hat, geben nicht den Zustand des Hotels wieder, -->Hochglanzfotos. Ich hatte Wasserflecken an der Decke und auch sonst ist das Zimmer an der ein oder anderen Stelle nicht mehr ansehnlich gewesen. Es benötigt, meiner Ansicht nach, dringend einer Renovierung. Das Essensangebot bzw. die Auswahl, in Büfett-Form, schwankte sehr je nachdem wie voll das Hotel war. Das gilt auch für das Frühstück. Sprich, je weniger Gäste, desto weniger Angebot. Das ist eigentlich kein Problem, jedoch fand ich zum Teil die Auswahl wirklich sehr spärlich, vor allem da ich wusste, was an anderen Tagen angeboten wurde.",neutral,da hotel ist schon sehr in die jahre gekommen ich wei nicht warum da hier keiner bisher geschrieben hat die fotos die da hotel eingestellt hat geben nicht den zustand de hotel wieder hochglanzfotos ich hatte wasserflecken an der decke und auch sonst ist da zimmer an der ein oder anderen stelle nicht mehr ansehnlich gewesen e bentigt meiner ansicht nach dringend einer renovierung da essensangebot bzw die auswahl in bfettform schwankte sehr je nachdem wie voll da hotel war da gilt auch fr da frhstck sprich je weniger gste desto weniger angebot da ist eigentlich kein problem jedoch fand ich zum teil die auswahl wirklich sehr sprlich vor allem da ich wusste wa an anderen tagen angeboten wurde,745,119,5.26890756302521,0,-0.9801,0.0,0.189,0.811,0.0,0.0
I just stayed one night in this hotel but for that night I enjoyed a lot and experienced one of the best service and hospitality from the staff also the rooms are very beautiful the food is delicious ... the pool faceing the sea is also fantastic and the green relaxing pool was my type. This hotel truly has earned it's 5 stars. I will definitely visit this hotel again.,positive,i just stayed one night in this hotel but for that night i enjoyed a lot and experienced one of the best service and hospitality from the staff also the room are very beautiful the food is delicious the pool faceing the sea is also fantastic and the green relaxing pool wa my type this hotel truly ha earned it star i will definitely visit this hotel again,371,70,4.314285714285714,3,0.9916,0.378,0.0,0.622,0.5625,0.7000000000000001
The interior needs modernisation,neutral,the interior need modernisation,32,4,7.25,0,0.0,0.0,0.0,1.0,0.0,0.0
A ocea view room would be the best as ours was located on the side of the hotel we didn&#39;t really have much of a view.,neutral,a ocea view room would be the best a ours wa located on the side of the hotel we didnt really have much of a view,121,26,3.6923076923076925,1,0.6369,0.144,0.0,0.856,0.4666666666666666,0.2333333333333333
"The rooms were very clean. The pool of the hotel was huge and was maintained very well. However, when we checked in, the staff took ages to give us a room because it was not ready at that time. Even they took another half hour to bring out luggage into the room. We came to the hotel at about 7pm, and their normal check in time is 2pm, so they had ample time to prepare the room for us. We wanted an extra bed and so told the reception at the time of check in, but they brought the extra bed at around 10 in the night. At lunch on the second day, their was a live insect in the passion fruit dessert and when we told the staff they just took it away and didn't bother to apologize. Then at check out, they manipulated us to give 5 stars and write a good review on trip advisor. No wonder it has a rating of 4.5 on trip advisor. Overall the service was poor and not to our satisfaction.",negative,the room were very clean the pool of the hotel wa huge and wa maintained very well however when we checked in the staff took age to give u a room because it wa not ready at that time even they took another half hour to bring out luggage into the room we came to the hotel at about pm and their normal check in time is pm so they had ample time to prepare the room for u we wanted an extra bed and so told the reception at the time of check in but they brought the extra bed at around in the night at lunch on the second day their wa a live insect in the passion fruit dessert and when we told the staff they just took it away and didnt bother to apologize then at check out they manipulated u to give star and write a good review on trip advisor no wonder it ha a rating of on trip advisor overall the service wa poor and not to our satisfaction,886,179,3.9553072625698324,0,-0.1806,0.079,0.083,0.838,0.10741258741258743,0.4097435897435897
"Very disappointed with our stay. Rooms definitely need upgrades. Stayed in a triple room where the third bed was just a small folding bed. Blinds in the bathroom were broken and could see through them from the room and the outside. Flies in the room. Communicated all this to front desk but nothing done about it. The second pool was ""apparently"" under maintenance every time us locals wanted to use it but all the foreigners were constantly swimming!!!!! Again spoke to front desk and we were told the pool was not closed???? Very sad is all I have to say. If this is what we call 5 star then I have no words. Will not be staying here again.",negative,very disappointed with our stay room definitely need upgrade stayed in a triple room where the third bed wa just a small folding bed blind in the bathroom were broken and could see through them from the room and the outside fly in the room communicated all this to front desk but nothing done about it the second pool wa apparently under maintenance every time u local wanted to use it but all the foreigner were constantly swimming again spoke to front desk and we were told the pool wa not closed very sad is all i have to say if this is what we call star then i have no word will not be staying here again,642,119,4.4033613445378155,-3,-0.5673,0.043,0.071,0.886,-0.19772727272727272,0.3734848484848485
Nice hotel the rooms are very spacious and the view is brilliant and the food was really good and we loved all the food over all ... Specially the dosa .. The staff and service are very helpful and attentive ... The pool attendants were really good .. The environment and the location is excellent,positive,nice hotel the room are very spacious and the view is brilliant and the food wa really good and we loved all the food over all specially the dosa the staff and service are very helpful and attentive the pool attendant were really good the environment and the location is excellent,297,55,4.418181818181818,4,0.9741,0.33,0.0,0.67,0.5757142857142858,0.7071428571428571
"We stayed at this hotel 2 nights, had breakfast there and it was ok. We are at sunshine restaurant just along the beach for lunch and dinner. Hotel was nice, room was big.. but the decor etc would of put as a 3 star. Staff were friendly, especially the security guards making sure we felt safe.",neutral,we stayed at this hotel night had breakfast there and it wa ok we are at sunshine restaurant just along the beach for lunch and dinner hotel wa nice room wa big but the decor etc would of put a a star staff were friendly especially the security guard making sure we felt safe,294,56,4.267857142857143,2,0.956,0.271,0.0,0.729,0.3535714285714286,0.6412698412698413
Great looks outside but unpleasant inside.,neutral,great look outside but unpleasant inside,42,6,6.166666666666667,1,-0.3818,0.238,0.388,0.374,0.050000000000000044,0.5833333333333334
"When we arrived we were taken to a room that clearly wasnt set up for us and our two kids. Not only was no baby beds set up, we could not commit to the room as it was too dangerous for our kids. The balcony had steps to railing, which meant our 1 year old could jump or climb over. There were holes i the railing where our 1 year old could slip through. We then spent almost 2 hours looking for another suitable room. Its been horrible as the only room they could put us in has no floor space to walk as the infants beds and pram take up the entire room. Im so sad that i bought my family here on a holiday as its horrible. They are moving us rooms but this is costing a lot more. This place is not for families.",negative,when we arrived we were taken to a room that clearly wasnt set up for u and our two kid not only wa no baby bed set up we could not commit to the room a it wa too dangerous for our kid the balcony had step to railing which meant our year old could jump or climb over there were hole i the railing where our year old could slip through we then spent almost hour looking for another suitable room it been horrible a the only room they could put u in ha no floor space to walk a the infant bed and pram take up the entire room im so sad that i bought my family here on a holiday a it horrible they are moving u room but this is costing a lot more this place is not for family,712,147,3.8503401360544216,-2,-0.7136,0.033,0.078,0.889,-0.14230769230769227,0.666025641025641
"Some of the facilities were pretty good, like the pool, proximity to beach etc however the rooms were very dated for a supposed 5 star resort. The staff were generally ok but check in and check out was ridiculously slow to where we were running half an hour late for our transfer on check out due to the pace in which the staff conducted themselves. The hotel is very expensive given the rooms etc, when I pay 5 star prices I expect 5 star rooms and facilities.",neutral,some of the facility were pretty good like the pool proximity to beach etc however the room were very dated for a supposed star resort the staff were generally ok but check in and check out wa ridiculously slow to where we were running half an hour late for our transfer on check out due to the pace in which the staff conducted themselves the hotel is very expensive given the room etc when i pay star price i expect star room and facility,461,87,4.310344827586207,1,0.1779,0.079,0.05,0.87,0.012037037037037006,0.539074074074074
All inclusive stay is recommended. Beautiful location,positive,all inclusive stay is recommended beautiful location,53,7,6.714285714285714,1,0.6908,0.533,0.0,0.467,0.85,1.0
"Once again I'm back at Heritance Ahungalla and it is just as good as the first time, maybe even better. I came to the hotel with some buddies and had quite the bachelor pad. We tried so many new dishes that were fantastic! The staff were very helpful and very organized. 5 stars! ***** Hope to make this an annual trip with the buddies. Cheers!",neutral,once again im back at heritance ahungalla and it is just a good a the first time maybe even better i came to the hotel with some buddy and had quite the bachelor pad we tried so many new dish that were fantastic the staff were very helpful and very organized star hope to make this an annual trip with the buddy cheer,344,65,4.3076923076923075,3,0.9605,0.247,0.0,0.753,0.34431818181818186,0.4319865319865319
Ask for a room that backs onto the pool area.,neutral,ask for a room that back onto the pool area,45,10,3.6,0,-0.0516,0.0,0.118,0.882,0.0,0.0
Only visit in season. Avoid angled rooms as they have limited views. Keep to right side to get quieter accomodation.,negative,only visit in season avoid angled room a they have limited view keep to right side to get quieter accomodation,116,20,4.85,0,-0.4767,0.0,0.186,0.814,0.07142857142857142,0.5595238095238094
"Room was very basic, not even free water which is usual for a 5* HOTEL. There was no toilet paper in the bathroom, we had to ask. Provided after asking. Phone in the room wasn't working only the one in the bathroom did.",negative,room wa very basic not even free water which is usual for a hotel there wa no toilet paper in the bathroom we had to ask provided after asking phone in the room wasnt working only the one in the bathroom did,219,43,4.116279069767442,0,-0.5996,0.0,0.107,0.893,0.03333333333333334,0.4425
"Service really good not a single issue about the service BUT The rooms - we booked 2 deluxe rooms one triple and double, as per my knowledge deluxe rooms should have a king sized bed not twin beds, im quite sure we were given superior rooms not deluxe and the third persons bed was a folding bed, which made our stay really uncomfortable, could not sleep all night. The funniest part...the shower cubicle was not enough for even one person. .. Very old and unsatisfying. .. Never going to any of the Aitken spence hotels ever... Must add...head office reservation lady was very un polite. ..don't remember her name. .. Overall - BIG NO NO NO",neutral,service really good not a single issue about the service but the room we booked deluxe room one triple and double a per my knowledge deluxe room should have a king sized bed not twin bed im quite sure we were given superior room not deluxe and the third person bed wa a folding bed which made our stay really uncomfortable could not sleep all night the funniest partthe shower cubicle wa not enough for even one person very old and unsatisfying never going to any of the aitken spence hotel ever must addhead office reservation lady wa very un polite dont remember her name overall big no no no,641,116,4.5344827586206895,0,0.9521,0.162,0.044,0.794,0.17771428571428569,0.49754497354497357
Room was not that good.... first night we could not sleep due to hotel maintenance noise. Food was good... but only if you like spicy .... surrounding was nice...nice beach.... secure... nice pool.,neutral,room wa not that good first night we could not sleep due to hotel maintenance noise food wa good but only if you like spicy surrounding wa nicenice beach secure nice pool,197,33,5.0,2,0.8833,0.288,0.041,0.671,0.3607142857142857,0.644047619047619
"1. The hotel did not reply my inquiries I sent via booking.com. Unlike other hotels I booked via booking.com, they always replied within 24 hours. 2. In contrast, they charged the room fee one day before I arrived based on the credit card info left here. My experience is the credit card is used for guarantee while other (5 stars) hotels will check with me my payment preferences when I check in. They can charge me via credit card if I didn’t show up in the end. 3. I asked if I can have late check-out at 12:30 one night before checkout date. Hotel staff just told me she can’t confirm it right now and asked me to check again the next day morning. My feeling is they don’t care customer satisfaction but care more abt their occupancy rate as this is 5 star hotel, which they probably think they can always get sufficient tourists to stay. 4. Lastly, some staff i.e breakfast time is less patient.",negative,the hotel did not reply my inquiry i sent via bookingcom unlike other hotel i booked via bookingcom they always replied within hour in contrast they charged the room fee one day before i arrived based on the credit card info left here my experience is the credit card is used for guarantee while other star hotel will check with me my payment preference when i check in they can charge me via credit card if i didnt show up in the end i asked if i can have late checkout at one night before checkout date hotel staff just told me she cant confirm it right now and asked me to check again the next day morning my feeling is they dont care customer satisfaction but care more abt their occupancy rate a this is star hotel which they probably think they can always get sufficient tourist to stay lastly some staff ie breakfast time is less patient,900,167,4.395209580838324,-1,0.9022,0.094,0.008,0.898,0.007671957671957667,0.2798941798941799
"Hello . The hotel left a mixed impression, we stayed here from 02/03/24 to 02/12/24",neutral,hello the hotel left a mixed impression we stayed here from to,83,15,4.6,0,0.2263,0.119,0.0,0.881,0.0,0.125
"Do a quality check on the room you are allocated - while still at reception.... count on your fingers - bed - ok, bed linen - ok - fridge - ok? toilet - does it flush? does the shower/ hot water/ work...... really, is all this effort worth it?? there are much better hotels right along the coast",neutral,do a quality check on the room you are allocated while still at reception count on your finger bed ok bed linen ok fridge ok toilet doe it flush doe the shower hot water work really is all this effort worth it there are much better hotel right along the coast,295,58,4.103448275862069,0,0.7882,0.126,0.0,0.874,0.33359788359788356,0.40952380952380957
"Triton as we used to know it before re-branding, was a hotel i looked forward going to....unfortunately, not anymore... The rooms on the left wing are large & empty and the bathroom accesories were on the wrong side !! We booked in for half-board and dinner was hopeless, hardly any variety for a buffet & tasteless... but must say that breakfast the next morning made up for it !! The overall service was average, but the service in the dining area @ breakfast time was quite good",neutral,triton a we used to know it before rebranding wa a hotel i looked forward going tounfortunately not anymore the room on the left wing are large empty and the bathroom accesories were on the wrong side we booked in for halfboard and dinner wa hopeless hardly any variety for a buffet tasteless but must say that breakfast the next morning made up for it the overall service wa average but the service in the dining area breakfast time wa quite good,481,87,4.540229885057471,1,0.4602,0.046,0.07,0.884,-0.10086309523809522,0.4270238095238096
