text,action,category,cleaned_text,char_count,word_count,sentiment_score
"Honestly, the gymnasium smells like sweat, no ventilation.",Update Gym Equipment,Recreation,honestly the gymnasium smell like sweat no ventilation,52,8,0
"Honestly, the gym smells similar sweat, no ventilation.",Update Gym Equipment,Recreation,honestly the gym smell similar sweat no ventilation,52,8,0
"Honestly, the gym smell like sweat, no ventilation.",Update Gym Equipment,Recreation,honestly the gym smell like sweat no ventilation,52,8,0
The concierge made a rude comment about my appearance.,Disciplinary Action,Services,the concierge made a rude comment about my appearance,54,9,-1
The concierge cook a rude comment about my appearance.,Disciplinary Action,Services,the concierge cook a rude comment about my appearance,54,9,-1
The concierge made group A rude comment nigh my appearance.,Disciplinary Action,Services,the concierge made group a rude comment nigh my appearance,54,9,-1
The concierge made a rude comment about my appearance.,Disciplinary Action,Services,the concierge made a rude comment about my appearance,54,9,-1
The concierge made a rude comment about my appearance.,Disciplinary Action,Services,the concierge made a rude comment about my appearance,54,9,-1
The concierge crap a rude comment about my appearance.,Disciplinary Action,Services,the concierge crap a rude comment about my appearance,54,9,-1
The concierge made a uncivil comment about my appearance.,Disciplinary Action,Services,the concierge made a uncivil comment about my appearance,54,9,-1
The concierge made a rude comment about my appearance.,Disciplinary Action,Services,the concierge made a rude comment about my appearance,54,9,-1
The concierge made a rude point out about my appearance.,Disciplinary Action,Services,the concierge made a rude point out about my appearance,54,9,-1
The concierge garner a rude comment about my appearance.,Disciplinary Action,Services,the concierge garner a rude comment about my appearance,54,9,-1
The concierge made a rude comment about my appearance.,Disciplinary Action,Services,the concierge made a rude comment about my appearance,54,9,-1
Review: Activity director was rude to the guests.,Recreation Staff Review,Recreation,review activity director wa rude to the guest,49,8,-1
Review: body process director was rude to the guests.,Recreation Staff Review,Recreation,review body process director wa rude to the guest,49,8,-1
Review: activeness film director was rude to the guests.,Recreation Staff Review,Recreation,review activeness film director wa rude to the guest,49,8,-1
Review: Activity director was lowbred to the guests.,Recreation Staff Review,Recreation,review activity director wa lowbred to the guest,49,8,-1
Review: activity director was rude to the guests.,Recreation Staff Review,Recreation,review activity director wa rude to the guest,49,8,-1
Review: Activity director was rude to the guests.,Recreation Staff Review,Recreation,review activity director wa rude to the guest,49,8,-1
Review: Activity managing director was rude to the guests.,Recreation Staff Review,Recreation,review activity managing director wa rude to the guest,49,8,-1
Review: Activity managing director follow rude to the guests.,Recreation Staff Review,Recreation,review activity managing director follow rude to the guest,49,8,-1
Review: Activity director represent rude to the guests.,Recreation Staff Review,Recreation,review activity director represent rude to the guest,49,8,-1
Review: natural action director was rude to the guests.,Recreation Staff Review,Recreation,review natural action director wa rude to the guest,49,8,-1
Review: activity film director was rude to the guests.,Recreation Staff Review,Recreation,review activity film director wa rude to the guest,49,8,-1
Not enough weights for a proper workout. Terrible.,Update Gym Equipment,Recreation,not enough weight for a proper workout terrible,50,8,-1
Not enough weights for amp proper workout. Terrible.,Update Gym Equipment,Recreation,not enough weight for amp proper workout terrible,50,8,-1
Not enough weights for a right workout. Terrible.,Update Gym Equipment,Recreation,not enough weight for a right workout terrible,50,8,-1
Not enough weights for a proper workout. Terrible.,Update Gym Equipment,Recreation,not enough weight for a proper workout terrible,50,8,-1
non decent weights for a proper workout. Terrible.,Update Gym Equipment,Recreation,non decent weight for a proper workout terrible,50,8,-1
Not enough weights for A proper workout. Terrible.,Update Gym Equipment,Recreation,not enough weight for a proper workout terrible,50,8,-1
not decent weights for a proper workout. Terrible.,Update Gym Equipment,Recreation,not decent weight for a proper workout terrible,50,8,-1
Not decent weights for a right workout. Terrible.,Update Gym Equipment,Recreation,not decent weight for a right workout terrible,50,8,-1
Not enough slant for a proper workout. Terrible.,Update Gym Equipment,Recreation,not enough slant for a proper workout terrible,50,8,-1
Not enough weights for a right workout. Terrible.,Update Gym Equipment,Recreation,not enough weight for a right workout terrible,50,8,-1
Not enough weight for a proper workout. Terrible.,Update Gym Equipment,Recreation,not enough weight for a proper workout terrible,50,8,-1
"Not happy. Staff speaks very poor English, hard to communicate.",Staff Communication Training,Services,not happy staff speaks very poor english hard to communicate,63,10,-1
"not happy. Staff speaks very poor English, hard to communicate.",Staff Communication Training,Services,not happy staff speaks very poor english hard to communicate,63,10,-1
"non happy. Staff speaks rattling wretched English, hard to communicate.",Staff Communication Training,Services,non happy staff speaks rattling wretched english hard to communicate,63,10,-1
"non happy. Staff verbalise very poor English, hard to communicate.",Staff Communication Training,Services,non happy staff verbalise very poor english hard to communicate,63,10,-1
"Not happy. Staff speaks selfsame poor English, hard to communicate.",Staff Communication Training,Services,not happy staff speaks selfsame poor english hard to communicate,63,10,-1
"non happy. Staff speak very poor English, hard to communicate.",Staff Communication Training,Services,non happy staff speak very poor english hard to communicate,63,10,-1
"Not happy. Staff speaks really poor English, hard to communicate.",Staff Communication Training,Services,not happy staff speaks really poor english hard to communicate,63,10,-1
"Not happy. faculty speak very poor English, hard to communicate.",Staff Communication Training,Services,not happy faculty speak very poor english hard to communicate,63,10,-1
"Not happy. Staff speaks identical pitiable English, hard to communicate.",Staff Communication Training,Services,not happy staff speaks identical pitiable english hard to communicate,63,10,-1
"Not happy. Staff speaks very poor English, arduous to communicate.",Staff Communication Training,Services,not happy staff speaks very poor english arduous to communicate,63,10,-1
"Not happy. Staff speaks real poor English, hard to communicate.",Staff Communication Training,Services,not happy staff speaks real poor english hard to communicate,63,10,-1
Not happy. Bed bugs bit me all over my legs.,Pest Control Investigation,Rooms,not happy bed bug bit me all over my leg,44,10,0
Not happy. Bed bug prick me all over my legs.,Pest Control Investigation,Rooms,not happy bed bug prick me all over my leg,44,10,0
Not happy. bed bugs bit Maine all ended my legs.,Pest Control Investigation,Rooms,not happy bed bug bit maine all ended my leg,44,10,0
Not happy. Bed bug bit me wholly over my legs.,Pest Control Investigation,Rooms,not happy bed bug bit me wholly over my leg,44,10,0
Not happy. Bed bugs bit me whole complete my legs.,Pest Control Investigation,Rooms,not happy bed bug bit me whole complete my leg,44,10,0
non happy. lie with bugs second me all over my legs.,Pest Control Investigation,Rooms,non happy lie with bug second me all over my leg,44,10,0
not happy. bed bugs turn me all over my legs.,Pest Control Investigation,Rooms,not happy bed bug turn me all over my leg,44,10,0
non happy. Bed bugs bit me all over my legs.,Pest Control Investigation,Rooms,non happy bed bug bit me all over my leg,44,10,0
Not happy. jazz bugs number me all over my legs.,Pest Control Investigation,Rooms,not happy jazz bug number me all over my leg,44,10,0
Not happy. bed bug bit me all over my legs.,Pest Control Investigation,Rooms,not happy bed bug bit me all over my leg,44,10,0
Not happy. screw bugs bit me all over my legs.,Pest Control Investigation,Rooms,not happy screw bug bit me all over my leg,44,10,0
glass had lipstick marks on it.,Inspect Kitchen Hygiene,Food,glass had lipstick mark on it,31,6,0
glass had lip rouge marks on it.,Inspect Kitchen Hygiene,Food,glass had lip rouge mark on it,31,6,0
glass had lipstick marks on it.,Inspect Kitchen Hygiene,Food,glass had lipstick mark on it,31,6,0
glass had lipstick marks along it.,Inspect Kitchen Hygiene,Food,glass had lipstick mark along it,31,6,0
glass had lipstick marks on it.,Inspect Kitchen Hygiene,Food,glass had lipstick mark on it,31,6,0
glass had lipstick marks on it.,Inspect Kitchen Hygiene,Food,glass had lipstick mark on it,31,6,0
meth had lipstick marks on it.,Inspect Kitchen Hygiene,Food,meth had lipstick mark on it,31,6,0
glass have lipstick marks on it.,Inspect Kitchen Hygiene,Food,glass have lipstick mark on it,31,6,0
glass had lipstick Deutschmark on it.,Inspect Kitchen Hygiene,Food,glass had lipstick deutschmark on it,31,6,0
methamphetamine hydrochloride had lipstick marks on it.,Inspect Kitchen Hygiene,Food,methamphetamine hydrochloride had lipstick mark on it,31,6,0
glass in had lipstick marks on it.,Inspect Kitchen Hygiene,Food,glass in had lipstick mark on it,31,6,0
Not happy. The bill included a service charge that was not mentioned.,Compensate Guest,Food,not happy the bill included a service charge that wa not mentioned,69,12,0
not happy. The flier included a service charge that was not mentioned.,Compensate Guest,Food,not happy the flier included a service charge that wa not mentioned,69,12,0
not happy. The notice included a service charge that was not mentioned.,Compensate Guest,Food,not happy the notice included a service charge that wa not mentioned,69,12,0
Not happy. The bill admit a serving charge that was not mentioned.,Compensate Guest,Food,not happy the bill admit a serving charge that wa not mentioned,69,12,0
Not happy. The bill included a service charge that was not mentioned.,Compensate Guest,Food,not happy the bill included a service charge that wa not mentioned,69,12,0
Not happy. The bill included a service point that take after not mentioned.,Compensate Guest,Food,not happy the bill included a service point that take after not mentioned,69,12,0
Not happy. The bill included a avail bear down that be not mentioned.,Compensate Guest,Food,not happy the bill included a avail bear down that be not mentioned,69,12,0
Not happy. The bill included a service charge that was non mentioned.,Compensate Guest,Food,not happy the bill included a service charge that wa non mentioned,69,12,0
Not happy. The bill included a serve tear that was not mentioned.,Compensate Guest,Food,not happy the bill included a serve tear that wa not mentioned,69,12,0
Not happy. The bank bill included a service charge that was not mentioned.,Compensate Guest,Food,not happy the bank bill included a service charge that wa not mentioned,69,12,0
Not happy. The placard include a service charge that was not mentioned.,Compensate Guest,Food,not happy the placard include a service charge that wa not mentioned,69,12,0
unprofessional behavior from the night manager.,Disciplinary Action,Services,unprofessional behavior from the night manager,47,6,0
unprofessional behavior from the night manager.,Disciplinary Action,Services,unprofessional behavior from the night manager,47,6,0
unprofessional behavior from the night manager.,Disciplinary Action,Services,unprofessional behavior from the night manager,47,6,0
unprofessional behavior from the night manager.,Disciplinary Action,Services,unprofessional behavior from the night manager,47,6,0
unprofessional behavior from the Night manager.,Disciplinary Action,Services,unprofessional behavior from the night manager,47,6,0
unprofessional behavior from the night manager.,Disciplinary Action,Services,unprofessional behavior from the night manager,47,6,0
unprofessional behavior from the night manager.,Disciplinary Action,Services,unprofessional behavior from the night manager,47,6,0
unprofessional behavior from the night manager.,Disciplinary Action,Services,unprofessional behavior from the night manager,47,6,0
unprofessional behaviour from the night manager.,Disciplinary Action,Services,unprofessional behaviour from the night manager,47,6,0
unprofessional behaviour from the night manager.,Disciplinary Action,Services,unprofessional behaviour from the night manager,47,6,0
unprofessional behavior from the night manager.,Disciplinary Action,Services,unprofessional behavior from the night manager,47,6,0
Not happy. Staff seemed confused by the check-in software.,Review Check-in Process,Services,not happy staff seemed confused by the checkin software,58,9,0
Not happy. stave seemed confused by the check-in software.,Review Check-in Process,Services,not happy stave seemed confused by the checkin software,58,9,0
Not happy. stave seemed confused aside the check-in software.,Review Check-in Process,Services,not happy stave seemed confused aside the checkin software,58,9,0
Not happy. Staff seem befuddled by the check-in software.,Review Check-in Process,Services,not happy staff seem befuddled by the checkin software,58,9,0
not happy. Staff seemed confused by the check-in software.,Review Check-in Process,Services,not happy staff seemed confused by the checkin software,58,9,0
Not happy. Staff seem confused past the check-in software.,Review Check-in Process,Services,not happy staff seem confused past the checkin software,58,9,0
not happy. Staff seemed confused away the check-in software.,Review Check-in Process,Services,not happy staff seemed confused away the checkin software,58,9,0
Not happy. staff seemed confused aside the check-in software.,Review Check-in Process,Services,not happy staff seemed confused aside the checkin software,58,9,0
Not happy. Staff seemed confused by the check-in software.,Review Check-in Process,Services,not happy staff seemed confused by the checkin software,58,9,0
Not happy. Staff seem confused by the check-in software.,Review Check-in Process,Services,not happy staff seem confused by the checkin software,58,9,0
Not happy. Staff seemed confused aside the check-in software.,Review Check-in Process,Services,not happy staff seemed confused aside the checkin software,58,9,0
"Honestly, gym equipment is ancient and rusty.",Update Gym Equipment,Recreation,honestly gym equipment is ancient and rusty,45,7,0
"Honestly, gym equipment embody ancient and rusty.",Update Gym Equipment,Recreation,honestly gym equipment embody ancient and rusty,45,7,0
"Honestly, gymnasium equipment is antediluvian and rusty.",Update Gym Equipment,Recreation,honestly gymnasium equipment is antediluvian and rusty,45,7,0
"Honestly, gym equipment unrecorded ancient and rusty.",Update Gym Equipment,Recreation,honestly gym equipment unrecorded ancient and rusty,45,7,0
"Honestly, gym equipment is archaic and rusty.",Update Gym Equipment,Recreation,honestly gym equipment is archaic and rusty,45,7,0
"Honestly, gym equipment is antediluvian and rusty.",Update Gym Equipment,Recreation,honestly gym equipment is antediluvian and rusty,45,7,0
"Honestly, gym equipment is ancient and rusty.",Update Gym Equipment,Recreation,honestly gym equipment is ancient and rusty,45,7,0
"Honestly, gym equipment is ancient and rusty.",Update Gym Equipment,Recreation,honestly gym equipment is ancient and rusty,45,7,0
"Honestly, gym equipment be ancient and rusty.",Update Gym Equipment,Recreation,honestly gym equipment be ancient and rusty,45,7,0
"Honestly, gym equipment is antediluvian and rusty.",Update Gym Equipment,Recreation,honestly gym equipment is antediluvian and rusty,45,7,0
"Honestly, gymnasium equipment is ancient and rusty.",Update Gym Equipment,Recreation,honestly gymnasium equipment is ancient and rusty,45,7,0
Staff member laughed at my complaint.,Disciplinary Action,Services,staff member laughed at my complaint,37,6,0
faculty member laughed at my complaint.,Disciplinary Action,Services,faculty member laughed at my complaint,37,6,0
Staff extremity laughed at my complaint.,Disciplinary Action,Services,staff extremity laughed at my complaint,37,6,0
Staff member laugh at my complaint.,Disciplinary Action,Services,staff member laugh at my complaint,37,6,0
Staff member laugh at my complaint.,Disciplinary Action,Services,staff member laugh at my complaint,37,6,0
Staff member laughed at my complaint.,Disciplinary Action,Services,staff member laughed at my complaint,37,6,0
Staff member laughed At my complaint.,Disciplinary Action,Services,staff member laughed at my complaint,37,6,0
Staff member laughed at my complaint.,Disciplinary Action,Services,staff member laughed at my complaint,37,6,0
staff member laughed at my complaint.,Disciplinary Action,Services,staff member laughed at my complaint,37,6,0
Staff member express mirth at my complaint.,Disciplinary Action,Services,staff member express mirth at my complaint,37,6,0
Staff member laughed at my complaint.,Disciplinary Action,Services,staff member laughed at my complaint,37,6,0
Not happy. There was a spider on the pillow.,Pest Control Investigation,Rooms,not happy there wa a spider on the pillow,44,9,0
Not happy. there was a spider on the pillow.,Pest Control Investigation,Rooms,not happy there wa a spider on the pillow,44,9,0
Not happy. There was a spider on the pillow.,Pest Control Investigation,Rooms,not happy there wa a spider on the pillow,44,9,0
Not happy. There cost a spider on the pillow.,Pest Control Investigation,Rooms,not happy there cost a spider on the pillow,44,9,0
Not happy. There represent a spider on the pillow.,Pest Control Investigation,Rooms,not happy there represent a spider on the pillow,44,9,0
Not happy. There was a spider along the pillow.,Pest Control Investigation,Rooms,not happy there wa a spider along the pillow,44,9,0
Not happy. There was A spider on the pillow.,Pest Control Investigation,Rooms,not happy there wa a spider on the pillow,44,9,0
non happy. There was a spider on the pillow.,Pest Control Investigation,Rooms,non happy there wa a spider on the pillow,44,9,0
not happy. There was A spider on the pillow.,Pest Control Investigation,Rooms,not happy there wa a spider on the pillow,44,9,0
Not happy. There be group A spider on the pillow.,Pest Control Investigation,Rooms,not happy there be group a spider on the pillow,44,9,0
non happy. in that location was a spider on the pillow.,Pest Control Investigation,Rooms,non happy in that location wa a spider on the pillow,44,9,0
"Honestly, everything tastes like frozen food reheated.",Revise Menu Quality,Food,honestly everything taste like frozen food reheated,54,7,0
"Honestly, everything tastes the like frozen nutrient reheated.",Revise Menu Quality,Food,honestly everything taste the like frozen nutrient reheated,54,7,0
"Honestly, everything tastes like frozen food reheated.",Revise Menu Quality,Food,honestly everything taste like frozen food reheated,54,7,0
"Honestly, everything tastes like frozen intellectual nourishment reheated.",Revise Menu Quality,Food,honestly everything taste like frozen intellectual nourishment reheated,54,7,0
"Honestly, everything tastes same frozen food reheated.",Revise Menu Quality,Food,honestly everything taste same frozen food reheated,54,7,0
"Honestly, everything tastes wish glacial food reheated.",Revise Menu Quality,Food,honestly everything taste wish glacial food reheated,54,7,0
"Honestly, everything tastes similar frozen nutrient reheated.",Revise Menu Quality,Food,honestly everything taste similar frozen nutrient reheated,54,7,0
"Honestly, everything tastes like quick-frozen food reheated.",Revise Menu Quality,Food,honestly everything taste like quickfrozen food reheated,54,7,0
"Honestly, everything tastes like freeze food reheated.",Revise Menu Quality,Food,honestly everything taste like freeze food reheated,54,7,0
"Honestly, everything tastes like frozen food reheated.",Revise Menu Quality,Food,honestly everything taste like frozen food reheated,54,7,0
"Honestly, everything penchant wish frozen food reheated.",Revise Menu Quality,Food,honestly everything penchant wish frozen food reheated,54,7,0
Staff didn't know the ingredients of the dishes.,Staff Training (Food),Food,staff didnt know the ingredient of the dish,48,8,0
staff didn't know the ingredients of the dishes.,Staff Training (Food),Food,staff didnt know the ingredient of the dish,48,8,0
staff didn't know the ingredients of the dishes.,Staff Training (Food),Food,staff didnt know the ingredient of the dish,48,8,0
Staff didn't know the ingredients of the dishes.,Staff Training (Food),Food,staff didnt know the ingredient of the dish,48,8,0
Staff didn't lie with the ingredients of the dishes.,Staff Training (Food),Food,staff didnt lie with the ingredient of the dish,48,8,0
Staff didn't know the ingredients of the dishes.,Staff Training (Food),Food,staff didnt know the ingredient of the dish,48,8,0
Staff didn't know the ingredients of the dishes.,Staff Training (Food),Food,staff didnt know the ingredient of the dish,48,8,0
Staff didn't know the ingredients of the dishes.,Staff Training (Food),Food,staff didnt know the ingredient of the dish,48,8,0
Staff didn't know the ingredients of the dishes.,Staff Training (Food),Food,staff didnt know the ingredient of the dish,48,8,0
Staff didn't know the component of the dishes.,Staff Training (Food),Food,staff didnt know the component of the dish,48,8,0
Staff didn't sleep with the factor of the dishes.,Staff Training (Food),Food,staff didnt sleep with the factor of the dish,48,8,0
"Review: We waited 2 hours for our food, this is unacceptable.",Compensate Guest,Food,review we waited hour for our food this is unacceptable,61,11,0
"Review: We await 2 hours for our food, this is unacceptable.",Compensate Guest,Food,review we await hour for our food this is unacceptable,61,11,0
"Review: We wait 2 hours for our food, this is unacceptable.",Compensate Guest,Food,review we wait hour for our food this is unacceptable,61,11,0
"Review: We hold off 2 hours for our food, this constitute unacceptable.",Compensate Guest,Food,review we hold off hour for our food this constitute unacceptable,61,11,0
"Review: We waited 2 hours for our food, this is unacceptable.",Compensate Guest,Food,review we waited hour for our food this is unacceptable,61,11,0
"Review: We waited two hours for our food, this is unacceptable.",Compensate Guest,Food,review we waited two hour for our food this is unacceptable,61,11,0
"Review: We waited 2 hours for our food, this is unacceptable.",Compensate Guest,Food,review we waited hour for our food this is unacceptable,61,11,0
"Review: We waited II hours for our food, this is unacceptable.",Compensate Guest,Food,review we waited ii hour for our food this is unacceptable,61,11,0
"Review: We waited two hours for our food, this is unacceptable.",Compensate Guest,Food,review we waited two hour for our food this is unacceptable,61,11,0
"Review: We look II hours for our food, this is unacceptable.",Compensate Guest,Food,review we look ii hour for our food this is unacceptable,61,11,0
"Review: We hold off 2 hr for our food, this be unacceptable.",Compensate Guest,Food,review we hold off hr for our food this be unacceptable,61,11,0
Not happy. Scum line around the edge of the pool.,Pool Maintenance,Recreation,not happy scum line around the edge of the pool,49,10,0
non happy. Scum line around the edge of the pool.,Pool Maintenance,Recreation,non happy scum line around the edge of the pool,49,10,0
Not happy. Scum line some the border of the pool.,Pool Maintenance,Recreation,not happy scum line some the border of the pool,49,10,0
Not happy. scum line around the edge of the pool.,Pool Maintenance,Recreation,not happy scum line around the edge of the pool,49,10,0
Not happy. Scum line virtually the edge of the pool.,Pool Maintenance,Recreation,not happy scum line virtually the edge of the pool,49,10,0
Not happy. Scum line approximately the edge of the pool.,Pool Maintenance,Recreation,not happy scum line approximately the edge of the pool,49,10,0
Not happy. Scum line or so the edge of the pool.,Pool Maintenance,Recreation,not happy scum line or so the edge of the pool,49,10,0
Not happy. Scum line about the march of the pool.,Pool Maintenance,Recreation,not happy scum line about the march of the pool,49,10,0
Not happy. Scum product line around the edge of the pool.,Pool Maintenance,Recreation,not happy scum product line around the edge of the pool,49,10,0
Not happy. Scum line around the edge of the pool.,Pool Maintenance,Recreation,not happy scum line around the edge of the pool,49,10,0
Not happy. Scum course round the edge of the pool.,Pool Maintenance,Recreation,not happy scum course round the edge of the pool,49,10,0
Lobby is chaotic and disorganized.,Review Check-in Process,Services,lobby is chaotic and disorganized,34,5,0
Lobby is chaotic and disorganized.,Review Check-in Process,Services,lobby is chaotic and disorganized,34,5,0
Lobby is chaotic and disorganized.,Review Check-in Process,Services,lobby is chaotic and disorganized,34,5,0
entrance hall is chaotic and disorganized.,Review Check-in Process,Services,entrance hall is chaotic and disorganized,34,5,0
Lobby embody chaotic and disorganized.,Review Check-in Process,Services,lobby embody chaotic and disorganized,34,5,0
Lobby is chaotic and disorganized.,Review Check-in Process,Services,lobby is chaotic and disorganized,34,5,0
Lobby be chaotic and disorganized.,Review Check-in Process,Services,lobby be chaotic and disorganized,34,5,0
anteroom is chaotic and disorganized.,Review Check-in Process,Services,anteroom is chaotic and disorganized,34,5,0
Lobby is chaotic and disorganized.,Review Check-in Process,Services,lobby is chaotic and disorganized,34,5,0
Lobby is disorderly and disorganized.,Review Check-in Process,Services,lobby is disorderly and disorganized,34,5,0
hall is chaotic and disorganized.,Review Check-in Process,Services,hall is chaotic and disorganized,34,5,0
concierge was unable to give simple directions.,Staff Communication Training,Services,concierge wa unable to give simple direction,47,7,0
concierge was unable to yield simple directions.,Staff Communication Training,Services,concierge wa unable to yield simple direction,47,7,0
concierge was unable to give simple directions.,Staff Communication Training,Services,concierge wa unable to give simple direction,47,7,0
concierge be unable to give simple directions.,Staff Communication Training,Services,concierge be unable to give simple direction,47,7,0
concierge was unable to afford simple directions.,Staff Communication Training,Services,concierge wa unable to afford simple direction,47,7,0
concierge be unable to yield simple directions.,Staff Communication Training,Services,concierge be unable to yield simple direction,47,7,0
concierge was ineffectual to give simple directions.,Staff Communication Training,Services,concierge wa ineffectual to give simple direction,47,7,0
concierge Evergreen State unable to give way simple directions.,Staff Communication Training,Services,concierge evergreen state unable to give way simple direction,47,7,0
concierge was ineffective to give bare directions.,Staff Communication Training,Services,concierge wa ineffective to give bare direction,47,7,0
concierge was unable to fall in simple directions.,Staff Communication Training,Services,concierge wa unable to fall in simple direction,47,7,0
concierge was ineffective to throw simple directions.,Staff Communication Training,Services,concierge wa ineffective to throw simple direction,47,7,0
Bartender was visibly drunk. Terrible.,Disciplinary Action,Services,bartender wa visibly drunk terrible,38,5,-1
Bartender was visibly drunk. Terrible.,Disciplinary Action,Services,bartender wa visibly drunk terrible,38,5,-1
Bartender be visibly drunk. Terrible.,Disciplinary Action,Services,bartender be visibly drunk terrible,38,5,-1
Bartender was visibly drunk. Terrible.,Disciplinary Action,Services,bartender wa visibly drunk terrible,38,5,-1
Bartender was visibly drunk. Terrible.,Disciplinary Action,Services,bartender wa visibly drunk terrible,38,5,-1
Bartender was visibly drunk. Terrible.,Disciplinary Action,Services,bartender wa visibly drunk terrible,38,5,-1
Bartender was visibly drunk. Terrible.,Disciplinary Action,Services,bartender wa visibly drunk terrible,38,5,-1
Bartender be visibly drunk. Terrible.,Disciplinary Action,Services,bartender be visibly drunk terrible,38,5,-1
Bartender be visibly drunk. Terrible.,Disciplinary Action,Services,bartender be visibly drunk terrible,38,5,-1
Bartender be visibly drunk. Terrible.,Disciplinary Action,Services,bartender be visibly drunk terrible,38,5,-1
Bartender be visibly drunk. Terrible.,Disciplinary Action,Services,bartender be visibly drunk terrible,38,5,-1
Action needed: Tiles around the pool are broken and sharp.,Pool Maintenance,Recreation,action needed tile around the pool are broken and sharp,58,10,-1
Action needed: Tiles approximately the syndicate be broken and sharp.,Pool Maintenance,Recreation,action needed tile approximately the syndicate be broken and sharp,58,10,-1
fulfill needed: Tiles around the pool be break and sharp.,Pool Maintenance,Recreation,fulfill needed tile around the pool be break and sharp,58,10,-1
Action needed: Tiles around the pocket billiards are broken and sharp.,Pool Maintenance,Recreation,action needed tile around the pocket billiards are broken and sharp,58,10,-1
Action needed: tile around the pool are broken and sharp.,Pool Maintenance,Recreation,action needed tile around the pool are broken and sharp,58,10,-1
action at law needed: Tiles around the pool constitute broken and sharp.,Pool Maintenance,Recreation,action at law needed tile around the pool constitute broken and sharp,58,10,-1
Action needed: Tiles around the pool are broken and sharp.,Pool Maintenance,Recreation,action needed tile around the pool are broken and sharp,58,10,-1
action needed: Tiles around the pool are broken and sharp.,Pool Maintenance,Recreation,action needed tile around the pool are broken and sharp,58,10,-1
Action needed: Tiles around the syndicate are broken and sharp.,Pool Maintenance,Recreation,action needed tile around the syndicate are broken and sharp,58,10,-1
Action needed: tile around the puddle cost broken and sharp.,Pool Maintenance,Recreation,action needed tile around the puddle cost broken and sharp,58,10,-1
Action needed: tile just about the pool are conk out and sharp.,Pool Maintenance,Recreation,action needed tile just about the pool are conk out and sharp,58,10,-1
Feedback: Windows were dirty and hard to see through.,Deep Clean & Maintenance,Rooms,feedback window were dirty and hard to see through,53,9,-1
Feedback: Windows were dirty and hard to see through.,Deep Clean & Maintenance,Rooms,feedback window were dirty and hard to see through,53,9,-1
Feedback: Windows were dirty and hard to see through.,Deep Clean & Maintenance,Rooms,feedback window were dirty and hard to see through,53,9,-1
Feedback: Windows be dirty and hard to see through.,Deep Clean & Maintenance,Rooms,feedback window be dirty and hard to see through,53,9,-1
Feedback: window were dirty and firmly to see through.,Deep Clean & Maintenance,Rooms,feedback window were dirty and firmly to see through,53,9,-1
Feedback: Windows were dirty and hard to see through.,Deep Clean & Maintenance,Rooms,feedback window were dirty and hard to see through,53,9,-1
Feedback: window were dirty and hard to see through.,Deep Clean & Maintenance,Rooms,feedback window were dirty and hard to see through,53,9,-1
Feedback: window were dirty and hard to control through.,Deep Clean & Maintenance,Rooms,feedback window were dirty and hard to control through,53,9,-1
Feedback: windowpane were dirty and hard to see through.,Deep Clean & Maintenance,Rooms,feedback windowpane were dirty and hard to see through,53,9,-1
Feedback: Windows were dirty and laborious to see through.,Deep Clean & Maintenance,Rooms,feedback window were dirty and laborious to see through,53,9,-1
Feedback: Windows were dirty and operose to see through.,Deep Clean & Maintenance,Rooms,feedback window were dirty and operose to see through,53,9,-1
The food tasted slightly spoiled and smelled bad. Terrible.,Inspect Kitchen Hygiene,Food,the food tasted slightly spoiled and smelled bad terrible,59,9,-2
The solid food tasted slightly spoiled and smack bad. Terrible.,Inspect Kitchen Hygiene,Food,the solid food tasted slightly spoiled and smack bad terrible,59,9,-2
The food tasted more or less spoiled and smelled bad. Terrible.,Inspect Kitchen Hygiene,Food,the food tasted more or less spoiled and smelled bad terrible,59,9,-2
The food tasted slightly spoiled and smack bad. Terrible.,Inspect Kitchen Hygiene,Food,the food tasted slightly spoiled and smack bad terrible,59,9,-2
The food for thought tasted slightly spoiled and smelled bad. Terrible.,Inspect Kitchen Hygiene,Food,the food for thought tasted slightly spoiled and smelled bad terrible,59,9,-2
The food taste slightly spoiled and smelled bad. Terrible.,Inspect Kitchen Hygiene,Food,the food taste slightly spoiled and smelled bad terrible,59,9,-2
The food tasted slightly spoiled and smelled bad. Terrible.,Inspect Kitchen Hygiene,Food,the food tasted slightly spoiled and smelled bad terrible,59,9,-2
The food for thought tasted slightly spoiled and smelled bad. Terrible.,Inspect Kitchen Hygiene,Food,the food for thought tasted slightly spoiled and smelled bad terrible,59,9,-2
The food tasted slightly spoiled and smell out bad. Terrible.,Inspect Kitchen Hygiene,Food,the food tasted slightly spoiled and smell out bad terrible,59,9,-2
The food tasted slightly fumble and smelled bad. Terrible.,Inspect Kitchen Hygiene,Food,the food tasted slightly fumble and smelled bad terrible,59,9,-2
The food tasted slightly spoiled and reek bad. Terrible.,Inspect Kitchen Hygiene,Food,the food tasted slightly spoiled and reek bad terrible,59,9,-2
There was a spider on the pillow.,Pest Control Investigation,Rooms,there wa a spider on the pillow,33,7,0
there was a spider on the pillow.,Pest Control Investigation,Rooms,there wa a spider on the pillow,33,7,0
There was a spider along the pillow.,Pest Control Investigation,Rooms,there wa a spider along the pillow,33,7,0
at that place was A spider on the pillow.,Pest Control Investigation,Rooms,at that place wa a spider on the pillow,33,7,0
There was a spider on the pillow.,Pest Control Investigation,Rooms,there wa a spider on the pillow,33,7,0
